START_DATE,END_DATE,LEDGER,COST_ORGANIZATION,ITEM_NUMBER,ITEM_DESCRIPTION,CALENDAR_CODE,PERIOD_CODE,COST_MTHD_CODE,SOURCE_DESC,ORGANIZATION_CODE,REFERENCE,COST_CMPNTCLS_CODE,COST_ANALYSIS_CODE,COST_AMT,TRANS_QTY,AMOUNT,CURRENCY_CODE,PRIMARY_UOM_CODE,SUPPLIER_ORG,TRANS_DATE,PO_NUMBER,RATE,INVOICE_NUM,VENDOR_NAME,VENDOR_SITE_CODE,CUR_ORG,ITEM_TYPE
,,,,03-009,Product 03XXXX,,,,Batch Material Cost,TND,,MAT,,289800.8494,1797,420323254.18,VND,,,31/03/2024,,,,,,,FG
,,,,03-025,Product 03XXXX,,,,Batch Resource Cost,TND,,MAT,,133888.3118,132,182699829.22,VND,,,31/03/2024,,,,,,,FG
,,,,04-021,Product 04XXXX,,,,Batch Resource Cost,TND,,MAT,,307323.0021,4679,542657825.55,VND,,,31/03/2024,,,,,,,FG
,,,,04-011,Product 04XXXX,,,,Batch Material Cost,TND,,MAT,,263676.5511,4420,513770109.6,VND,,,31/03/2024,,,,,,,FG
,,,,05-029,Product 05XXXX,,,,Batch Material Cost,TND,,MAT,,91632.9842,2757,183928496.23,VND,,,31/03/2024,,,,,,,FG
,,,,05-012,Product 05XXXX,,,,Batch Resource Cost,TND,,MAT,,552911.0549,1341,498459285.71,VND,,,31/03/2024,,,,,,,FG
,,,,06-011,Product 06XXXX,,,,Batch Material Cost,TND,,MAT,,121410.2633,3971,231484143.04,VND,,,31/03/2024,,,,,,,FG
,,,,06-012,Product 06XXXX,,,,Value Adjustments,TND,,MAT,,86552.1942,3370,102404068.88,VND,,,31/03/2024,,,,,,,FG
,,,,07-008,Product 07PROU,,,,Batch Material Cost,TND,,MAT,,198490.0508,3583,432492037.71,VND,,,31/03/2024,,,,,,,FG
,,,,07-006,Product 07PROU,,,,Unit Cost Adjustments,TND,,MAT,,241261.6196,315,581578486.52,VND,,,31/03/2024,,,,,,,FG
,,,,07-018,Product 07XXXX,,,,Batch Resource Cost,TND,,MAT,,51143.02,2152,100913573.62,VND,,,31/03/2024,,,,,,,FG
,,,,07-001,Product 07XXXX,,,,Batch Material Cost,TND,,MAT,,443905.9903,3093,388754444.18,VND,,,31/03/2024,,,,,,,FG
,,,,08-006,Product 08XXXX,,,,Batch Material Cost,TND,,MAT,,147062.0494,3745,358232467.59,VND,,,31/03/2024,,,,,,,FG
,,,,08-013,Product 08XXXX,,,,Batch Resource Cost,TND,,MAT,,374336.4635,3394,647295553.25,VND,,,31/03/2024,,,,,,,FG
,,,,01-016,Product 01XXXX,,,,Batch Material Cost,TTD,,MAT,,80099.1023,2480,178957769.06,VND,,,31/03/2024,,,,,,,FG
,,,,01-009,Product 01XXXX,,,,Batch Resource Cost,TTD,,MAT,,224407.8561,4775,430973806.43,VND,,,31/03/2024,,,,,,,FG
,,,,02-011,Product 02XXXX,,,,Unit Cost Adjustments,TTD,,MAT,,377814.6243,456,668058477.81,VND,,,31/03/2024,,,,,,,FG
,,,,02-022,Product 02XXXX,,,,Value Adjustments,TTD,,MAT,,420183.2701,2101,388349620.64,VND,,,31/03/2024,,,,,,,FG
,,,,03-011,Product 03XXXX,,,,Value Adjustments,TTD,,MAT,,300839.827,344,723307002.3,VND,,,31/03/2024,,,,,,,FG
,,,,03-010,Product 03XXXX,,,,Batch Material Cost,TTD,,MAT,,593981.031,107,871815313.05,VND,,,31/03/2024,,,,,,,FG
,,,,04-020,Product 04XXXX,,,,Batch Resource Cost,TTD,,MAT,,103943.8004,3771,221222865.9,VND,,,31/03/2024,,,,,,,FG
,,,,04-005,Product 04XXXX,,,,Batch Material Cost,TTD,,MAT,,377512.2327,3719,689038845.67,VND,,,31/03/2024,,,,,,,FG
,,,,05-028,Product 05XXXX,,,,Batch Material Cost,TTD,,MAT,,195694.8504,2469,230436357.56,VND,,,31/03/2024,,,,,,,FG
,,,,05-027,Product 05XXXX,,,,Unit Cost Adjustments,TTD,,MAT,,386794.9069,3036,476336316.05,VND,,,31/03/2024,,,,,,,FG
,,,,06-023,Product 06XXXX,,,,Batch Material Cost,TTD,,MAT,,53127.0007,766,56392820.65,VND,,,31/03/2024,,,,,,,FG
,,,,06-007,Product 06XXXX,,,,Batch Resource Cost,TTD,,MAT,,457585.6739,3924,764911387.3,VND,,,31/03/2024,,,,,,,FG
,,,,07-017,Product 07PROU,,,,Batch Material Cost,TTD,,MAT,,72310.0643,4469,91720363.04,VND,,,31/03/2024,,,,,,,FG
,,,,07-018,Product 07PROU,,,,Batch Resource Cost,TTD,,MAT,,432120.2837,3108,767242584.3,VND,,,31/03/2024,,,,,,,FG
,,,,07-009,Product 07XXXX,,,,Batch Material Cost,TTD,,MAT,,107685.253,2013,126578601.64,VND,,,31/03/2024,,,,,,,FG
,,,,07-009,Product 07XXXX,,,,Value Adjustments,TTD,,MAT,,350986.2069,2880,686260472.74,VND,,,31/03/2024,,,,,,,FG
,,,,08-019,Product 08XXXX,,,,Batch Material Cost,TTD,,MAT,,341176.1321,2550,462217007.89,VND,,,31/03/2024,,,,,,,FG
,,,,08-026,Product 08XXXX,,,,Batch Resource Cost,TTD,,MAT,,66149.3584,4747,154550558.77,VND,,,31/03/2024,,,,,,,FG
,,,,01-013,Product 01XXXX,,,,Batch Material Cost,DLD,,MAT,,431852.3457,4416,745230235.77,VND,,,31/03/2024,,,,,,,FG
,,,,01-014,Product 01XXXX,,,,Batch Resource Cost,DLD,,MAT,,125275.2054,3071,226681001.57,VND,,,31/03/2024,,,,,,,FG
,,,,02-027,Product 02XXXX,,,,Batch Material Cost,DLD,,MAT,,729112.5527,4235,701107468.9,VND,,,31/03/2024,,,,,,,FG
,,,,02-024,Product 02XXXX,,,,Batch Resource Cost,DLD,,MAT,,43278.982,4173,91562770.53,VND,,,31/03/2024,,,,,,,FG
,,,,03-013,Product 03XXXX,,,,Batch Resource Cost,DLD,,MAT,,265468.2637,680,343263639.92,VND,,,31/03/2024,,,,,,,FG
,,,,03-029,Product 03XXXX,,,,Batch Material Cost,DLD,,MAT,,204575.2623,3932,348685616.46,VND,,,31/03/2024,,,,,,,FG
,,,,04-020,Product 04XXXX,,,,Batch Material Cost,DLD,,MAT,,223455.454,483,182597525.09,VND,,,31/03/2024,,,,,,,FG
,,,,04-006,Product 04XXXX,,,,Unit Cost Adjustments,DLD,,MAT,,22352.5768,4182,54621591.5,VND,,,31/03/2024,,,,,,,FG
,,,,05-005,Product 05XXXX,,,,Batch Material Cost,DLD,,MAT,,509808.0755,1235,670388717.88,VND,,,31/03/2024,,,,,,,FG
,,,,05-027,Product 05XXXX,,,,Batch Resource Cost,DLD,,MAT,,418913.3337,3911,599297295.34,VND,,,31/03/2024,,,,,,,FG
,,,,06-027,Product 06XXXX,,,,Value Adjustments,DLD,,MAT,,184160.8031,4186,354274599.59,VND,,,31/03/2024,,,,,,,FG
,,,,06-009,Product 06XXXX,,,,Batch Resource Cost,DLD,,MAT,,449221.7309,1076,487156806.54,VND,,,31/03/2024,,,,,,,FG
,,,,07-025,Product 07PROU,,,,Unit Cost Adjustments,DLD,,MAT,,196741.287,3064,256580513.53,VND,,,31/03/2024,,,,,,,FG
,,,,07-019,Product 07PROU,,,,Batch Material Cost,DLD,,MAT,,254265.3644,3975,509657756.42,VND,,,31/03/2024,,,,,,,FG
,,,,07-006,Product 07XXXX,,,,Value Adjustments,DLD,,MAT,,158251.2661,3172,153028893.05,VND,,,31/03/2024,,,,,,,FG
,,,,07-025,Product 07XXXX,,,,Batch Material Cost,DLD,,MAT,,55929.6323,3764,125606865.81,VND,,,31/03/2024,,,,,,,FG
,,,,08-017,Product 08XXXX,,,,Batch Material Cost,DLD,,MAT,,206520.6666,660,220451451.24,VND,,,31/03/2024,,,,,,,FG
,,,,08-001,Product 08XXXX,,,,Batch Resource Cost,DLD,,MAT,,251603.4825,4020,606378013.23,VND,,,31/03/2024,,,,,,,FG
,,,,01-020,Product 01XXXX,,,,Batch Material Cost,SGD,,MAT,,688144.4435,3590,579987958.08,VND,,,31/03/2024,,,,,,,FG
,,,,01-029,Product 01XXXX,,,,Unit Cost Adjustments,SGD,,MAT,,25370.0325,4954,62142298.45,VND,,,31/03/2024,,,,,,,FG
,,,,02-019,Product 02XXXX,,,,Batch Material Cost,SGD,,MAT,,274995.8926,2340,672078952.78,VND,,,31/03/2024,,,,,,,FG
,,,,02-016,Product 02XXXX,,,,Batch Resource Cost,SGD,,MAT,,279725.4057,1955,280127373.87,VND,,,31/03/2024,,,,,,,FG
,,,,03-004,Product 03XXXX,,,,Batch Resource Cost,SGD,,MAT,,112686.7367,2575,245087226.27,VND,,,31/03/2024,,,,,,,FG
,,,,03-005,Product 03XXXX,,,,Unit Cost Adjustments,SGD,,MAT,,152986.5617,2666,297343930.24,VND,,,31/03/2024,,,,,,,FG
,,,,04-020,Product 04XXXX,,,,Batch Material Cost,SGD,,MAT,,421654.3954,4659,787477005.51,VND,,,31/03/2024,,,,,,,FG
,,,,04-021,Product 04XXXX,,,,Unit Cost Adjustments,SGD,,MAT,,187063.0717,2478,155945619.66,VND,,,31/03/2024,,,,,,,FG
,,,,05-024,Product 05XXXX,,,,Batch Material Cost,SGD,,MAT,,226959.8647,3204,415190867.6,VND,,,31/03/2024,,,,,,,FG
,,,,05-005,Product 05XXXX,,,,Value Adjustments,SGD,,MAT,,131783.1548,1573,258987451.27,VND,,,31/03/2024,,,,,,,FG
,,,,06-023,Product 06XXXX,,,,Batch Material Cost,SGD,,MAT,,685076.8273,3574,683381005.95,VND,,,31/03/2024,,,,,,,FG
,,,,06-024,Product 06XXXX,,,,Value Adjustments,SGD,,MAT,,265069.8759,2861,658331527.64,VND,,,31/03/2024,,,,,,,FG
,,,,07-026,Product 07PROU,,,,Unit Cost Adjustments,SGD,,MAT,,454281.1459,1441,443063270.89,VND,,,31/03/2024,,,,,,,FG
,,,,07-017,Product 07PROU,,,,Batch Material Cost,SGD,,MAT,,236462.6417,3902,423199907.16,VND,,,31/03/2024,,,,,,,FG
,,,,07-024,Product 07XXXX,,,,Batch Material Cost,SGD,,MAT,,250572.909,2733,469120295.18,VND,,,31/03/2024,,,,,,,FG
,,,,07-027,Product 07XXXX,,,,Batch Resource Cost,SGD,,MAT,,279636.7586,4864,506732964.79,VND,,,31/03/2024,,,,,,,FG
,,,,08-003,Product 08XXXX,,,,Unit Cost Adjustments,SGD,,MAT,,250011.7189,2514,394677939.78,VND,,,31/03/2024,,,,,,,FG
,,,,08-006,Product 08XXXX,,,,Batch Material Cost,SGD,,MAT,,242828.0773,1842,484793369.16,VND,,,31/03/2024,,,,,,,FG
,,,,01-002,Product 01XXXX,,,,Batch Material Cost,CTD,,MAT,,401437.1112,4608,491435868.6,VND,,,31/03/2024,,,,,,,FG
,,,,01-021,Product 01XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,102221.9783,4857,159818345.47,VND,,,31/03/2024,,,,,,,FG
,,,,02-013,Product 02XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,454941.2859,383,652860381.3,VND,,,31/03/2024,,,,,,,FG
,,,,02-009,Product 02XXXX,,,,Batch Material Cost,CTD,,MAT,,210209.9661,182,502749534.98,VND,,,31/03/2024,,,,,,,FG
,,,,03-016,Product 03XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,317174.1623,2804,616327391.65,VND,,,31/03/2024,,,,,,,FG
,,,,03-020,Product 03XXXX,,,,Batch Material Cost,CTD,,MAT,,335096.9707,1464,454383414.75,VND,,,31/03/2024,,,,,,,FG
,,,,04-026,Product 04XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,117856.0288,3062,239231390.76,VND,,,31/03/2024,,,,,,,FG
,,,,04-010,Product 04XXXX,,,,Batch Material Cost,CTD,,MAT,,270061.8422,4117,508815420.4,VND,,,31/03/2024,,,,,,,FG
,,,,05-015,Product 05XXXX,,,,Batch Resource Cost,CTD,,MAT,,108004.5791,2884,222038984.27,VND,,,31/03/2024,,,,,,,FG
,,,,05-008,Product 05XXXX,,,,Batch Material Cost,CTD,,MAT,,160797.855,2350,196310320.11,VND,,,31/03/2024,,,,,,,FG
,,,,06-016,Product 06XXXX,,,,Batch Material Cost,CTD,,MAT,,566383.4329,1626,531241381.84,VND,,,31/03/2024,,,,,,,FG
,,,,06-027,Product 06XXXX,,,,Batch Resource Cost,CTD,,MAT,,336961.9612,2466,741003771.8,VND,,,31/03/2024,,,,,,,FG
,,,,07-019,Product 07PROU,,,,Batch Material Cost,CTD,,MAT,,385716.8797,593,650497377.57,VND,,,31/03/2024,,,,,,,FG
,,,,07-025,Product 07PROU,,,,Batch Resource Cost,CTD,,MAT,,206170.8217,394,369780387.75,VND,,,31/03/2024,,,,,,,FG
,,,,07-029,Product 07XXXX,,,,Batch Material Cost,CTD,,MAT,,379838.3574,3741,597252978.62,VND,,,31/03/2024,,,,,,,FG
,,,,07-004,Product 07XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,164286.0756,3797,250852067.07,VND,,,31/03/2024,,,,,,,FG
,,,,08-011,Product 08XXXX,,,,Batch Material Cost,CTD,,MAT,,82920.9114,3869,107552674.86,VND,,,31/03/2024,,,,,,,FG
,,,,08-029,Product 08XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,37758.0906,2235,62469745.64,VND,,,31/03/2024,,,,,,,FG
,,,,01-001,Product 01XXXX,,,,Unit Cost Adjustments,BDD,,MAT,,316877.7266,1737,606439108.57,VND,,,31/03/2024,,,,,,,FG
,,,,01-010,Product 01XXXX,,,,Batch Material Cost,BDD,,MAT,,165618.141,2168,152341579.3,VND,,,31/03/2024,,,,,,,FG
,,,,02-012,Product 02XXXX,,,,Batch Resource Cost,BDD,,MAT,,516193.6645,3615,419943929.6,VND,,,31/03/2024,,,,,,,FG
,,,,02-029,Product 02XXXX,,,,Batch Material Cost,BDD,,MAT,,315093.6449,3490,388604936.53,VND,,,31/03/2024,,,,,,,FG
,,,,03-005,Product 03XXXX,,,,Batch Material Cost,BDD,,MAT,,282153.0173,1671,613923059.36,VND,,,31/03/2024,,,,,,,FG
,,,,03-016,Product 03XXXX,,,,Batch Resource Cost,BDD,,MAT,,399726.1327,1336,504273656.19,VND,,,31/03/2024,,,,,,,FG
,,,,04-005,Product 04XXXX,,,,Unit Cost Adjustments,BDD,,MAT,,380149.5189,186,641205406.14,VND,,,31/03/2024,,,,,,,FG
,,,,04-025,Product 04XXXX,,,,Batch Material Cost,BDD,,MAT,,362633.22,3042,751450354.04,VND,,,31/03/2024,,,,,,,FG
,,,,05-023,Product 05XXXX,,,,Batch Material Cost,BDD,,MAT,,163966.051,3418,195171557.16,VND,,,31/03/2024,,,,,,,FG
,,,,05-018,Product 05XXXX,,,,Unit Cost Adjustments,BDD,,MAT,,26831.8078,4857,54873241.43,VND,,,31/03/2024,,,,,,,FG
,,,,06-015,Product 06XXXX,,,,Batch Material Cost,BDD,,MAT,,663589.3759,3167,667930686.94,VND,,,31/03/2024,,,,,,,FG
,,,,06-011,Product 06XXXX,,,,Batch Resource Cost,BDD,,MAT,,371397.7086,2353,430903183.82,VND,,,31/03/2024,,,,,,,FG
,,,,07-011,Product 07PROU,,,,Batch Material Cost,BDD,,MAT,,183005.6205,236,324331847.64,VND,,,31/03/2024,,,,,,,FG
,,,,07-010,Product 07PROU,,,,Batch Resource Cost,BDD,,MAT,,205937.9749,548,354118277.79,VND,,,31/03/2024,,,,,,,FG
,,,,07-016,Product 07XXXX,,,,Batch Material Cost,BDD,,MAT,,171406.1608,4440,412522199.41,VND,,,31/03/2024,,,,,,,FG
,,,,07-026,Product 07XXXX,,,,Batch Resource Cost,BDD,,MAT,,125780.6677,4266,131168022.23,VND,,,31/03/2024,,,,,,,FG
,,,,08-001,Product 08XXXX,,,,Batch Material Cost,BDD,,MAT,,250250.0554,1876,604967359.04,VND,,,31/03/2024,,,,,,,FG
,,,,08-003,Product 08XXXX,,,,Batch Resource Cost,BDD,,MAT,,289537.0027,3800,563010187.52,VND,,,31/03/2024,,,,,,,FG
,,,,01-024,Product 01XXXX,,,,Batch Material Cost,NAD,,MAT,,383064.6512,4004,760524381.82,VND,,,31/03/2024,,,,,,,FG
,,,,01-012,Product 01XXXX,,,,Batch Resource Cost,NAD,,MAT,,387100.7105,3094,443556255.34,VND,,,31/03/2024,,,,,,,FG
,,,,02-011,Product 02XXXX,,,,Batch Material Cost,NAD,,MAT,,398178.7744,3864,646397658.65,VND,,,31/03/2024,,,,,,,FG
,,,,02-016,Product 02XXXX,,,,Batch Resource Cost,NAD,,MAT,,451549.7656,293,373144543.64,VND,,,31/03/2024,,,,,,,FG
,,,,03-028,Product 03XXXX,,,,Batch Material Cost,NAD,,MAT,,141610.733,2972,346339051.99,VND,,,31/03/2024,,,,,,,FG
,,,,03-022,Product 03XXXX,,,,Batch Resource Cost,NAD,,MAT,,463075.9649,2482,774599186.71,VND,,,31/03/2024,,,,,,,FG
,,,,04-014,Product 04XXXX,,,,Batch Material Cost,NAD,,MAT,,87928.9417,4235,80807222.42,VND,,,31/03/2024,,,,,,,FG
,,,,04-020,Product 04XXXX,,,,Unit Cost Adjustments,NAD,,MAT,,61390.6849,2990,97562413.09,VND,,,31/03/2024,,,,,,,FG
,,,,05-017,Product 05XXXX,,,,Batch Material Cost,NAD,,MAT,,26758.5086,770,51506470.89,VND,,,31/03/2024,,,,,,,FG
,,,,05-025,Product 05XXXX,,,,Batch Resource Cost,NAD,,MAT,,408035.3331,2055,706844739.45,VND,,,31/03/2024,,,,,,,FG
,,,,06-026,Product 06XXXX,,,,Batch Resource Cost,NAD,,MAT,,316169.0871,3671,684538804.05,VND,,,31/03/2024,,,,,,,FG
,,,,06-029,Product 06XXXX,,,,Batch Material Cost,NAD,,MAT,,87995.5954,2718,163214708.49,VND,,,31/03/2024,,,,,,,FG
,,,,07-003,Product 07PROU,,,,Batch Material Cost,NAD,,MAT,,328973.115,1912,687493294.39,VND,,,31/03/2024,,,,,,,FG
,,,,07-022,Product 07PROU,,,,Unit Cost Adjustments,NAD,,MAT,,338406.9046,3745,603708267.27,VND,,,31/03/2024,,,,,,,FG
,,,,07-008,Product 07XXXX,,,,Batch Material Cost,NAD,,MAT,,172919.8801,1054,230589623.9,VND,,,31/03/2024,,,,,,,FG
,,,,07-011,Product 07XXXX,,,,Unit Cost Adjustments,NAD,,MAT,,380588.6188,3378,773122198.13,VND,,,31/03/2024,,,,,,,FG
,,,,08-017,Product 08XXXX,,,,Batch Material Cost,NAD,,MAT,,155278.2388,483,377240145.87,VND,,,31/03/2024,,,,,,,FG
,,,,08-003,Product 08XXXX,,,,Batch Resource Cost,NAD,,MAT,,247870.8933,3393,466615697.28,VND,,,31/03/2024,,,,,,,FG
,,,,01-007,Product 01XXXX,,,,Batch Material Cost,TSD,,MAT,,193898.036,3146,370927995.32,VND,,,31/03/2024,,,,,,,FG
,,,,01-023,Product 01XXXX,,,,Unit Cost Adjustments,TSD,,MAT,,437737.8163,1463,693634518.55,VND,,,31/03/2024,,,,,,,FG
,,,,02-029,Product 02XXXX,,,,Batch Resource Cost,TSD,,MAT,,168659.2866,4600,210622964.29,VND,,,31/03/2024,,,,,,,FG
,,,,02-014,Product 02XXXX,,,,Batch Material Cost,TSD,,MAT,,420106.2994,789,786047366.57,VND,,,31/03/2024,,,,,,,FG
,,,,03-007,Product 03XXXX,,,,Batch Resource Cost,TSD,,MAT,,98291.7729,4299,201654329.85,VND,,,31/03/2024,,,,,,,FG
,,,,03-001,Product 03XXXX,,,,Batch Material Cost,TSD,,MAT,,233216.5831,1305,483133351.47,VND,,,31/03/2024,,,,,,,FG
,,,,04-027,Product 04XXXX,,,,Batch Resource Cost,TSD,,MAT,,314615.5297,2605,751009557.4,VND,,,31/03/2024,,,,,,,FG
,,,,04-016,Product 04XXXX,,,,Unit Cost Adjustments,TSD,,MAT,,30340.5319,2928,53732350.97,VND,,,31/03/2024,,,,,,,FG
,,,,05-016,Product 05XXXX,,,,Batch Material Cost,TSD,,MAT,,488440.1481,2950,650466774.99,VND,,,31/03/2024,,,,,,,FG
,,,,05-017,Product 05XXXX,,,,Batch Resource Cost,TSD,,MAT,,22412.6566,1091,52854100.96,VND,,,31/03/2024,,,,,,,FG
,,,,06-029,Product 06XXXX,,,,Batch Material Cost,TSD,,MAT,,40601.76,4534,61113188.64,VND,,,31/03/2024,,,,,,,FG
,,,,06-011,Product 06XXXX,,,,Batch Resource Cost,TSD,,MAT,,267063.1238,3621,557211526.88,VND,,,31/03/2024,,,,,,,FG
,,,,07-014,Product 07PROU,,,,Batch Resource Cost,TSD,,MAT,,95923.309,2687,228096954.09,VND,,,31/03/2024,,,,,,,FG
,,,,07-012,Product 07PROU,,,,Batch Material Cost,TSD,,MAT,,163363.6921,2317,407195909.51,VND,,,31/03/2024,,,,,,,FG
,,,,07-023,Product 07XXXX,,,,Batch Resource Cost,TSD,,MAT,,45600.0265,1198,88789485.74,VND,,,31/03/2024,,,,,,,FG
,,,,07-025,Product 07XXXX,,,,Batch Material Cost,TSD,,MAT,,88901.7248,2605,175536700.94,VND,,,31/03/2024,,,,,,,FG
,,,,08-022,Product 08XXXX,,,,Batch Material Cost,TSD,,MAT,,558539.626,1849,640691393.87,VND,,,31/03/2024,,,,,,,FG
,,,,08-018,Product 08XXXX,,,,Batch Resource Cost,TSD,,MAT,,198082.3571,3575,477946079.91,VND,,,31/03/2024,,,,,,,FG
,,,,01-006,Product 01XXXX,,,,Batch Material Cost,GKD,,MAT,,195809.9449,2790,384901831.33,VND,,,31/03/2024,,,,,,,FG
,,,,01-002,Product 01XXXX,,,,Batch Resource Cost,GKD,,MAT,,261571.8667,904,601287436.02,VND,,,31/03/2024,,,,,,,FG
,,,,02-011,Product 02XXXX,,,,Batch Resource Cost,GKD,,MAT,,121474.6294,3321,116778948.68,VND,,,31/03/2024,,,,,,,FG
,,,,02-017,Product 02XXXX,,,,Batch Material Cost,GKD,,MAT,,420973.9425,4835,501948664.13,VND,,,31/03/2024,,,,,,,FG
,,,,03-024,Product 03XXXX,,,,Batch Material Cost,GKD,,MAT,,202404.5183,1043,497817527.1,VND,,,31/03/2024,,,,,,,FG
,,,,03-009,Product 03XXXX,,,,Unit Cost Adjustments,GKD,,MAT,,156885.029,4374,361430411.75,VND,,,31/03/2024,,,,,,,FG
,,,,04-021,Product 04XXXX,,,,Batch Material Cost,GKD,,MAT,,371194.398,3905,590390695.86,VND,,,31/03/2024,,,,,,,FG
,,,,04-012,Product 04XXXX,,,,Batch Resource Cost,GKD,,MAT,,90428.81,3956,139275667.77,VND,,,31/03/2024,,,,,,,FG
,,,,05-012,Product 05XXXX,,,,Batch Resource Cost,GKD,,MAT,,119380.7842,2717,109920968.65,VND,,,31/03/2024,,,,,,,FG
,,,,05-010,Product 05XXXX,,,,Unit Cost Adjustments,GKD,,MAT,,175055.2325,4759,219966647.52,VND,,,31/03/2024,,,,,,,FG
,,,,06-023,Product 06XXXX,,,,Batch Material Cost,GKD,,MAT,,189408.2956,4555,154329964.47,VND,,,31/03/2024,,,,,,,FG
,,,,06-024,Product 06XXXX,,,,Value Adjustments,GKD,,MAT,,181936.9367,1183,213503276.1,VND,,,31/03/2024,,,,,,,FG
,,,,07-026,Product 07PROU,,,,Batch Resource Cost,GKD,,MAT,,120656.7933,3257,296590634.97,VND,,,31/03/2024,,,,,,,FG
,,,,07-024,Product 07PROU,,,,Batch Material Cost,GKD,,MAT,,842752.8148,4066,783773538.01,VND,,,31/03/2024,,,,,,,FG
,,,,07-006,Product 07XXXX,,,,Batch Material Cost,GKD,,MAT,,563670.0089,1389,600402956.34,VND,,,31/03/2024,,,,,,,FG
,,,,07-016,Product 07XXXX,,,,Unit Cost Adjustments,GKD,,MAT,,205992.5794,3316,383310461.45,VND,,,31/03/2024,,,,,,,FG
,,,,08-002,Product 08XXXX,,,,Batch Material Cost,GKD,,MAT,,288578.5988,876,369167743.11,VND,,,31/03/2024,,,,,,,FG
,,,,08-012,Product 08XXXX,,,,Value Adjustments,GKD,,MAT,,106447.9903,2253,184187360.54,VND,,,31/03/2024,,,,,,,FG
,,,,01-027,Product 01XXXX,,,,Batch Material Cost,DND,,MAT,,617989.4896,944,884648460.53,VND,,,31/03/2024,,,,,,,FG
,,,,01-019,Product 01XXXX,,,,Unit Cost Adjustments,DND,,MAT,,373058.3723,326,604879630.78,VND,,,31/03/2024,,,,,,,FG
,,,,02-008,Product 02XXXX,,,,Batch Resource Cost,DND,,MAT,,334296.5684,2032,559460767.95,VND,,,31/03/2024,,,,,,,FG
,,,,02-013,Product 02XXXX,,,,Batch Material Cost,DND,,MAT,,471328.2292,1981,785823049.04,VND,,,31/03/2024,,,,,,,FG
,,,,03-027,Product 03XXXX,,,,Batch Resource Cost,DND,,MAT,,426325.161,3362,878538684.24,VND,,,31/03/2024,,,,,,,FG
,,,,03-028,Product 03XXXX,,,,Batch Material Cost,DND,,MAT,,339964.84,1766,433010907.49,VND,,,31/03/2024,,,,,,,FG
,,,,04-008,Product 04XXXX,,,,Batch Material Cost,DND,,MAT,,121747.6731,2153,298144844.26,VND,,,31/03/2024,,,,,,,FG
,,,,04-027,Product 04XXXX,,,,Batch Resource Cost,DND,,MAT,,253037.4225,926,360468063.14,VND,,,31/03/2024,,,,,,,FG
,,,,05-026,Product 05XXXX,,,,Batch Resource Cost,DND,,MAT,,433897.2345,3658,508073185.44,VND,,,31/03/2024,,,,,,,FG
,,,,05-010,Product 05XXXX,,,,Batch Material Cost,DND,,MAT,,284327.6752,375,528824543.71,VND,,,31/03/2024,,,,,,,FG
,,,,06-008,Product 06XXXX,,,,Batch Material Cost,DND,,MAT,,326045.8671,4304,423766205.9,VND,,,31/03/2024,,,,,,,FG
,,,,06-015,Product 06XXXX,,,,Batch Resource Cost,DND,,MAT,,330362.3464,2846,783516477.67,VND,,,31/03/2024,,,,,,,FG
,,,,07-017,Product 07PROU,,,,Batch Material Cost,DND,,MAT,,285184.6687,3457,596812039.24,VND,,,31/03/2024,,,,,,,FG
,,,,07-018,Product 07PROU,,,,Unit Cost Adjustments,DND,,MAT,,585427.911,2928,864309197.33,VND,,,31/03/2024,,,,,,,FG
,,,,07-015,Product 07XXXX,,,,Batch Material Cost,DND,,MAT,,74053.6469,2861,87787637.25,VND,,,31/03/2024,,,,,,,FG
,,,,07-001,Product 07XXXX,,,,Batch Resource Cost,DND,,MAT,,299755.6343,1948,558968718.93,VND,,,31/03/2024,,,,,,,FG
,,,,08-009,Product 08XXXX,,,,Batch Material Cost,DND,,MAT,,93522.9608,3971,146210608.35,VND,,,31/03/2024,,,,,,,FG
,,,,08-025,Product 08XXXX,,,,Batch Resource Cost,DND,,MAT,,94055.0022,3051,93086997.54,VND,,,31/03/2024,,,,,,,FG
,,,,01-011,Product 01XXXX,,,,Batch Material Cost,SBD,,MAT,,303426.734,1604,630007477.74,VND,,,31/03/2024,,,,,,,FG
,,,,01-023,Product 01XXXX,,,,Batch Resource Cost,SBD,,MAT,,136118.6396,1691,239817718.05,VND,,,31/03/2024,,,,,,,FG
,,,,02-003,Product 02XXXX,,,,Batch Material Cost,SBD,,MAT,,318764.8643,2286,675116851.89,VND,,,31/03/2024,,,,,,,FG
,,,,02-008,Product 02XXXX,,,,Batch Resource Cost,SBD,,MAT,,196877.8383,1974,255826811.69,VND,,,31/03/2024,,,,,,,FG
,,,,03-005,Product 03XXXX,,,,Batch Material Cost,SBD,,MAT,,98376.2137,3897,182325268.03,VND,,,31/03/2024,,,,,,,FG
,,,,03-020,Product 03XXXX,,,,Batch Resource Cost,SBD,,MAT,,98940.7624,3459,241189137.57,VND,,,31/03/2024,,,,,,,FG
