PERIOD,CodeNM,ITEM,NHÓM,Sản Lượng 25
2025-03-31,FAC-I,01-012,01XXXX,222162.0
2025-03-31,FAC-I,01-013,01XXXX,81470.0
2025-03-31,FAC-I,01-014,01XXXX,142733.0
2025-03-31,FAC-I,01-015,01XXXX,34349.0
2025-03-31,FAC-I,01-017,01XXXX,271759.0
2025-03-31,FAC-I,01-018,01XXXX,52965.0
2025-03-31,FAC-I,01-019,01XXXX,11408.0
2025-03-31,FAC-I,01-021,01XXXX,508074.0
2025-03-31,FAC-I,01-022,01XXXX,252073.0
2025-03-31,FAC-I,01-024,01XXXX,493530.0
2025-03-31,FAC-I,01-025,01XXXX,286697.0
2025-03-31,FAC-I,01-026,01XXXX,91348.0
2025-03-31,FAC-I,01-027,01XXXX,342193.0
2025-03-31,FAC-I,01-028,01XXXX,514938.0
2025-03-31,FAC-I,01-029,01XXXX,514450.0
2025-03-31,FAC-I,01-030,01XXXX,167684.0
2025-03-31,FAC-I,02-001,02XXXX,115418.0
2025-03-31,FAC-I,02-002,02XXXX,255504.0
2025-03-31,FAC-I,02-006,02XXXX,55504.0
2025-03-31,FAC-I,02-007,02XXXX,47235.0
2025-03-31,FAC-I,02-008,02XXXX,368143.0
2025-03-31,FAC-I,02-011,02XXXX,46921.0
2025-03-31,FAC-I,02-015,02XXXX,55750.0
2025-03-31,FAC-I,02-016,02XXXX,332232.0
2025-03-31,FAC-I,02-018,02XXXX,318957.0
2025-03-31,FAC-I,02-019,02XXXX,320374.0
2025-03-31,FAC-I,02-022,02XXXX,234773.0
2025-03-31,FAC-I,02-024,02XXXX,321969.0
2025-03-31,FAC-I,02-025,02XXXX,489038.0
2025-03-31,FAC-I,03-001,03XXXX,284403.0
2025-03-31,FAC-I,03-002,03XXXX,181574.0
2025-03-31,FAC-I,03-005,03XXXX,43439.0
2025-03-31,FAC-I,03-006,03XXXX,403983.0
2025-03-31,FAC-I,03-007,03XXXX,269768.0
2025-03-31,FAC-I,03-008,03XXXX,405419.0
2025-03-31,FAC-I,03-011,03XXXX,379212.0
2025-03-31,FAC-I,03-012,03XXXX,432693.0
2025-03-31,FAC-I,03-013,03XXXX,39927.0
2025-03-31,FAC-I,03-015,03XXXX,231556.0
2025-03-31,FAC-I,04-001,04XXXX,47147.0
2025-03-31,FAC-I,04-002,04XXXX,337030.0
2025-03-31,FAC-I,04-005,04XXXX,477176.0
2025-03-31,FAC-I,04-008,04XXXX,224787.0
2025-03-31,FAC-I,04-009,04XXXX,17069.0
2025-03-31,FAC-I,04-010,04XXXX,503791.0
2025-03-31,FAC-I,04-012,04XXXX,134059.0
2025-03-31,FAC-I,04-013,04XXXX,18199.0
2025-03-31,FAC-I,04-015,04XXXX,356433.0
2025-03-31,FAC-I,04-016,04XXXX,455391.0
2025-03-31,FAC-I,04-017,04XXXX,124591.0
2025-03-31,FAC-I,04-018,04XXXX,411303.0
2025-03-31,FAC-I,04-021,04XXXX,435847.0
2025-03-31,FAC-I,04-022,04XXXX,137394.0
2025-03-31,FAC-I,04-023,04XXXX,422751.0
2025-03-31,FAC-I,04-024,04XXXX,76716.0
2025-03-31,FAC-I,04-026,04XXXX,212521.0
2025-03-31,FAC-I,04-027,04XXXX,102523.0
2025-03-31,FAC-I,04-028,04XXXX,71653.0
2025-03-31,FAC-I,04-030,04XXXX,416807.0
2025-03-31,FAC-I,04-032,04XXXX,435227.0
2025-03-31,FAC-I,04-034,04XXXX,450991.0
2025-03-31,FAC-I,04-035,04XXXX,244084.0
2025-03-31,FAC-I,04-036,04XXXX,334751.0
2025-03-31,FAC-I,04-037,04XXXX,347253.0
2025-03-31,FAC-I,04-039,04XXXX,252202.0
2025-03-31,FAC-I,04-040,04XXXX,177126.0
2025-03-31,FAC-I,04-041,04XXXX,492960.0
2025-03-31,FAC-I,04-043,04XXXX,303127.0
2025-03-31,FAC-I,04-045,04XXXX,227994.0
2025-03-31,FAC-I,05-001,05XXXX,176726.0
2025-03-31,FAC-I,05-002,05XXXX,537129.0
2025-03-31,FAC-I,05-003,05XXXX,388372.0
2025-03-31,FAC-I,05-004,05XXXX,535992.0
2025-03-31,FAC-I,05-005,05XXXX,422166.0
2025-03-31,FAC-I,05-007,05XXXX,192368.0
2025-03-31,FAC-I,05-008,05XXXX,453104.0
2025-03-31,FAC-I,05-010,05XXXX,466940.0
2025-03-31,FAC-I,05-011,05XXXX,282984.0
2025-03-31,FAC-I,05-012,05XXXX,203651.0
2025-03-31,FAC-I,05-015,05XXXX,459206.0
2025-03-31,FAC-I,05-017,05XXXX,122082.0
2025-03-31,FAC-I,05-020,05XXXX,296133.0
2025-03-31,FAC-I,06-001,06XXXX,169747.0
2025-03-31,FAC-I,06-002,06XXXX,182289.0
2025-03-31,FAC-I,06-003,06XXXX,299862.0
2025-03-31,FAC-I,06-005,06XXXX,198859.0
2025-03-31,FAC-I,06-006,06XXXX,218805.0
2025-03-31,FAC-I,06-007,06XXXX,39214.0
2025-03-31,FAC-I,06-008,06XXXX,13602.0
2025-03-31,FAC-I,06-010,06XXXX,125831.0
2025-03-31,FAC-I,06-011,06XXXX,176345.0
2025-03-31,FAC-I,06-012,06XXXX,217531.0
2025-03-31,FAC-I,06-013,06XXXX,284794.0
2025-03-31,FAC-I,06-016,06XXXX,159100.0
2025-03-31,FAC-I,06-017,06XXXX,398498.0
2025-03-31,FAC-I,07-001,07PROU,131480.0
2025-03-31,FAC-I,07-002,07PROU,265993.0
2025-03-31,FAC-I,07-003,07PROU,124275.0
2025-03-31,FAC-I,07-004,07PROU,336402.0
2025-03-31,FAC-I,07-007,07PROU,479929.0
2025-03-31,FAC-I,07-009,07PROU,410863.0
2025-03-31,FAC-I,07-010,07PROU,503100.0
2025-03-31,FAC-I,07-011,07PROU,525142.0
2025-03-31,FAC-I,07-012,07PROU,536379.0
2025-03-31,FAC-I,07-001,07XXXX,51193.0
2025-03-31,FAC-I,07-003,07XXXX,382961.0
2025-03-31,FAC-I,07-004,07XXXX,68772.0
2025-03-31,FAC-I,07-006,07XXXX,449948.0
2025-03-31,FAC-I,07-007,07XXXX,127098.0
2025-03-31,FAC-I,07-008,07XXXX,596764.0
2025-03-31,FAC-I,07-009,07XXXX,461560.0
2025-03-31,FAC-I,07-011,07XXXX,214343.0
2025-03-31,FAC-I,07-013,07XXXX,377481.0
2025-03-31,FAC-I,07-017,07XXXX,178517.0
2025-03-31,FAC-I,07-019,07XXXX,256977.0
2025-03-31,FAC-I,07-021,07XXXX,318511.0
2025-03-31,FAC-I,08-001,08XXXX,171356.0
2025-03-31,FAC-I,08-003,08XXXX,439123.0
2025-03-31,FAC-I,08-004,08XXXX,171356.0
2025-03-31,FAC-I,08-006,08XXXX,35112.0
2025-03-31,FAC-I,08-009,08XXXX,446965.0
2025-03-31,FAC-I,08-013,08XXXX,495848.0
2025-03-31,FAC-I,08-014,08XXXX,157592.0
2025-03-31,FAC-J,01-001,01XXXX,331238.0
2025-03-31,FAC-J,01-002,01XXXX,32067.0
2025-03-31,FAC-J,01-004,01XXXX,529457.0
2025-03-31,FAC-J,01-007,01XXXX,408827.0
2025-03-31,FAC-J,01-008,01XXXX,263660.0
2025-03-31,FAC-J,01-009,01XXXX,253325.0
2025-03-31,FAC-J,01-011,01XXXX,258581.0
2025-03-31,FAC-J,01-012,01XXXX,308739.0
2025-03-31,FAC-J,01-013,01XXXX,560121.0
2025-03-31,FAC-J,01-015,01XXXX,547810.0
2025-03-31,FAC-J,01-016,01XXXX,479648.0
2025-03-31,FAC-J,01-017,01XXXX,320274.0
2025-03-31,FAC-J,01-018,01XXXX,232951.0
2025-03-31,FAC-J,01-019,01XXXX,118394.0
2025-03-31,FAC-J,01-020,01XXXX,278231.0
2025-03-31,FAC-J,01-021,01XXXX,474534.0
2025-03-31,FAC-J,01-022,01XXXX,423192.0
2025-03-31,FAC-J,01-024,01XXXX,102618.0
2025-03-31,FAC-J,01-025,01XXXX,211020.0
2025-03-31,FAC-J,01-026,01XXXX,440087.0
2025-03-31,FAC-J,01-027,01XXXX,324503.0
2025-03-31,FAC-J,01-028,01XXXX,313142.0
2025-03-31,FAC-J,01-029,01XXXX,41186.0
2025-03-31,FAC-J,01-030,01XXXX,248269.0
2025-03-31,FAC-J,02-002,02XXXX,117015.0
2025-03-31,FAC-J,02-003,02XXXX,306438.0
2025-03-31,FAC-J,02-004,02XXXX,273748.0
2025-03-31,FAC-J,02-006,02XXXX,197401.0
2025-03-31,FAC-J,02-007,02XXXX,130480.0
2025-03-31,FAC-J,02-008,02XXXX,201588.0
2025-03-31,FAC-J,02-009,02XXXX,326419.0
2025-03-31,FAC-J,02-010,02XXXX,240223.0
2025-03-31,FAC-J,02-011,02XXXX,167965.0
2025-03-31,FAC-J,02-013,02XXXX,182850.0
2025-03-31,FAC-J,02-014,02XXXX,421549.0
2025-03-31,FAC-J,02-015,02XXXX,556647.0
2025-03-31,FAC-J,02-016,02XXXX,93171.0
2025-03-31,FAC-J,02-017,02XXXX,255783.0
2025-03-31,FAC-J,02-018,02XXXX,327436.0
2025-03-31,FAC-J,02-021,02XXXX,51974.0
2025-03-31,FAC-J,02-022,02XXXX,185413.0
2025-03-31,FAC-J,02-023,02XXXX,420789.0
2025-03-31,FAC-J,02-024,02XXXX,347624.0
2025-03-31,FAC-J,03-001,03XXXX,159980.0
2025-03-31,FAC-J,03-002,03XXXX,287801.0
2025-03-31,FAC-J,03-003,03XXXX,405353.0
2025-03-31,FAC-J,03-005,03XXXX,13317.0
2025-03-31,FAC-J,03-006,03XXXX,184048.0
2025-03-31,FAC-J,03-008,03XXXX,41792.0
2025-03-31,FAC-J,03-009,03XXXX,526284.0
2025-03-31,FAC-J,03-011,03XXXX,124323.0
2025-03-31,FAC-J,03-012,03XXXX,435898.0
2025-03-31,FAC-J,03-013,03XXXX,338356.0
2025-03-31,FAC-J,03-014,03XXXX,488462.0
2025-03-31,FAC-J,04-001,04XXXX,28902.0
2025-03-31,FAC-J,04-002,04XXXX,154643.0
2025-03-31,FAC-J,04-003,04XXXX,150820.0
2025-03-31,FAC-J,04-006,04XXXX,27973.0
2025-03-31,FAC-J,04-008,04XXXX,165662.0
2025-03-31,FAC-J,04-009,04XXXX,115590.0
2025-03-31,FAC-J,04-010,04XXXX,58469.0
2025-03-31,FAC-J,04-011,04XXXX,281841.0
2025-03-31,FAC-J,04-012,04XXXX,404288.0
2025-03-31,FAC-J,04-015,04XXXX,137874.0
2025-03-31,FAC-J,04-016,04XXXX,519212.0
2025-03-31,FAC-J,04-017,04XXXX,329698.0
2025-03-31,FAC-J,04-018,04XXXX,176086.0
2025-03-31,FAC-J,04-020,04XXXX,151390.0
2025-03-31,FAC-J,04-021,04XXXX,298685.0
2025-03-31,FAC-J,04-022,04XXXX,353761.0
2025-03-31,FAC-J,04-023,04XXXX,233740.0
2025-03-31,FAC-J,04-024,04XXXX,159747.0
2025-03-31,FAC-J,04-025,04XXXX,323417.0
2025-03-31,FAC-J,04-026,04XXXX,404869.0
2025-03-31,FAC-J,04-027,04XXXX,264017.0
2025-03-31,FAC-J,04-028,04XXXX,523354.0
2025-03-31,FAC-J,04-031,04XXXX,551163.0
2025-03-31,FAC-J,04-032,04XXXX,367720.0
2025-03-31,FAC-J,04-033,04XXXX,342551.0
2025-03-31,FAC-J,04-034,04XXXX,351083.0
2025-03-31,FAC-J,04-037,04XXXX,198719.0
2025-03-31,FAC-J,04-038,04XXXX,538072.0
2025-03-31,FAC-J,04-039,04XXXX,100889.0
2025-03-31,FAC-J,04-041,04XXXX,143386.0
2025-03-31,FAC-J,04-042,04XXXX,335850.0
2025-03-31,FAC-J,04-043,04XXXX,481163.0
2025-03-31,FAC-J,04-044,04XXXX,274185.0
2025-03-31,FAC-J,04-045,04XXXX,16715.0
2025-03-31,FAC-J,05-001,05XXXX,148055.0
2025-03-31,FAC-J,05-003,05XXXX,360211.0
2025-03-31,FAC-J,05-007,05XXXX,215807.0
2025-03-31,FAC-J,05-008,05XXXX,498782.0
2025-03-31,FAC-J,05-009,05XXXX,81598.0
2025-03-31,FAC-J,05-011,05XXXX,283056.0
2025-03-31,FAC-J,05-012,05XXXX,240937.0
2025-03-31,FAC-J,05-015,05XXXX,252506.0
2025-03-31,FAC-J,05-016,05XXXX,488762.0
2025-03-31,FAC-J,06-001,06XXXX,227940.0
2025-03-31,FAC-J,06-002,06XXXX,528580.0
2025-03-31,FAC-J,06-003,06XXXX,206504.0
2025-03-31,FAC-J,06-004,06XXXX,387854.0
2025-03-31,FAC-J,06-005,06XXXX,492944.0
2025-03-31,FAC-J,06-007,06XXXX,281266.0
2025-03-31,FAC-J,06-008,06XXXX,266820.0
2025-03-31,FAC-J,06-009,06XXXX,431131.0
2025-03-31,FAC-J,06-011,06XXXX,44333.0
2025-03-31,FAC-J,06-012,06XXXX,177299.0
2025-03-31,FAC-J,06-014,06XXXX,118669.0
2025-03-31,FAC-J,06-016,06XXXX,64171.0
2025-03-31,FAC-J,06-017,06XXXX,435083.0
2025-03-31,FAC-J,07-001,07PROU,153733.0
2025-03-31,FAC-J,07-002,07PROU,370555.0
2025-03-31,FAC-J,07-003,07PROU,531840.0
2025-03-31,FAC-J,07-004,07PROU,323296.0
2025-03-31,FAC-J,07-006,07PROU,39776.0
2025-03-31,FAC-J,07-007,07PROU,96540.0
2025-03-31,FAC-J,07-008,07PROU,556774.0
2025-03-31,FAC-J,07-010,07PROU,511096.0
2025-03-31,FAC-J,07-012,07PROU,402314.0
2025-03-31,FAC-J,07-001,07XXXX,522743.0
2025-03-31,FAC-J,07-002,07XXXX,302208.0
2025-03-31,FAC-J,07-003,07XXXX,255086.0
2025-03-31,FAC-J,07-004,07XXXX,489120.0
2025-03-31,FAC-J,07-005,07XXXX,323838.0
2025-03-31,FAC-J,07-006,07XXXX,378381.0
2025-03-31,FAC-J,07-007,07XXXX,494161.0
2025-03-31,FAC-J,07-008,07XXXX,173668.0
2025-03-31,FAC-J,07-009,07XXXX,311808.0
2025-03-31,FAC-J,07-010,07XXXX,323524.0
2025-03-31,FAC-J,07-011,07XXXX,32277.0
2025-03-31,FAC-J,07-012,07XXXX,444128.0
2025-03-31,FAC-J,07-013,07XXXX,35583.0
2025-03-31,FAC-J,07-015,07XXXX,387918.0
2025-03-31,FAC-J,07-017,07XXXX,244153.0
2025-03-31,FAC-J,07-018,07XXXX,330438.0
2025-03-31,FAC-J,07-019,07XXXX,492579.0
2025-03-31,FAC-J,07-021,07XXXX,27845.0
2025-03-31,FAC-J,07-022,07XXXX,342265.0
2025-03-31,FAC-J,08-001,08XXXX,191256.0
2025-03-31,FAC-J,08-002,08XXXX,30564.0
2025-03-31,FAC-J,08-003,08XXXX,302648.0
2025-03-31,FAC-J,08-004,08XXXX,406580.0
2025-03-31,FAC-J,08-005,08XXXX,453767.0
2025-03-31,FAC-J,08-006,08XXXX,434216.0
2025-03-31,FAC-J,08-008,08XXXX,336396.0
2025-03-31,FAC-J,08-009,08XXXX,277672.0
2025-03-31,FAC-J,08-010,08XXXX,213543.0
2025-03-31,FAC-J,08-011,08XXXX,371752.0
2025-03-31,FAC-J,08-012,08XXXX,100337.0
2025-03-31,FAC-J,08-014,08XXXX,147587.0
2025-03-31,FAC-J,08-015,08XXXX,372726.0
2025-03-31,FAC-J,08-016,08XXXX,145272.0
2025-03-31,FAC-K,01-001,01XXXX,421640.0
2025-03-31,FAC-K,01-002,01XXXX,206318.0
2025-03-31,FAC-K,01-004,01XXXX,520073.0
2025-03-31,FAC-K,01-006,01XXXX,493057.0
2025-03-31,FAC-K,01-007,01XXXX,361535.0
2025-03-31,FAC-K,01-008,01XXXX,418144.0
2025-03-31,FAC-K,01-010,01XXXX,67955.0
2025-03-31,FAC-K,01-011,01XXXX,326612.0
2025-03-31,FAC-K,01-012,01XXXX,514805.0
2025-03-31,FAC-K,01-014,01XXXX,428932.0
2025-03-31,FAC-K,01-015,01XXXX,81714.0
2025-03-31,FAC-K,01-019,01XXXX,360078.0
2025-03-31,FAC-K,01-020,01XXXX,300146.0
2025-03-31,FAC-K,01-022,01XXXX,464821.0
2025-03-31,FAC-K,01-023,01XXXX,362024.0
2025-03-31,FAC-K,01-024,01XXXX,165018.0
2025-03-31,FAC-K,01-025,01XXXX,446055.0
2025-03-31,FAC-K,01-027,01XXXX,69307.0
2025-03-31,FAC-K,01-028,01XXXX,166850.0
2025-03-31,FAC-K,01-029,01XXXX,74649.0
2025-03-31,FAC-K,01-030,01XXXX,577764.0
2025-03-31,FAC-K,02-002,02XXXX,379219.0
2025-03-31,FAC-K,02-003,02XXXX,208598.0
2025-03-31,FAC-K,02-005,02XXXX,263361.0
2025-03-31,FAC-K,02-007,02XXXX,261073.0
2025-03-31,FAC-K,02-009,02XXXX,45522.0
2025-03-31,FAC-K,02-010,02XXXX,129318.0
2025-03-31,FAC-K,02-015,02XXXX,205248.0
2025-03-31,FAC-K,02-019,02XXXX,232408.0
2025-03-31,FAC-K,02-020,02XXXX,343779.0
2025-03-31,FAC-K,02-021,02XXXX,300229.0
2025-03-31,FAC-K,02-022,02XXXX,580679.0
2025-03-31,FAC-K,02-023,02XXXX,234648.0
2025-03-31,FAC-K,02-024,02XXXX,334369.0
2025-03-31,FAC-K,03-001,03XXXX,109093.0
2025-03-31,FAC-K,03-002,03XXXX,104713.0
2025-03-31,FAC-K,03-003,03XXXX,63896.0
2025-03-31,FAC-K,03-004,03XXXX,243179.0
2025-03-31,FAC-K,03-005,03XXXX,222851.0
2025-03-31,FAC-K,03-006,03XXXX,293547.0
2025-03-31,FAC-K,03-009,03XXXX,482919.0
2025-03-31,FAC-K,03-011,03XXXX,117805.0
2025-03-31,FAC-K,03-012,03XXXX,301378.0
2025-03-31,FAC-K,03-013,03XXXX,74979.0
2025-03-31,FAC-K,03-014,03XXXX,58970.0
2025-03-31,FAC-K,03-015,03XXXX,173141.0
2025-03-31,FAC-K,04-002,04XXXX,350045.0
2025-03-31,FAC-K,04-003,04XXXX,297403.0
2025-03-31,FAC-K,04-004,04XXXX,455024.0
2025-03-31,FAC-K,04-005,04XXXX,19263.0
2025-03-31,FAC-K,04-007,04XXXX,421379.0
2025-03-31,FAC-K,04-008,04XXXX,140765.0
2025-03-31,FAC-K,04-009,04XXXX,14089.0
2025-03-31,FAC-K,04-010,04XXXX,369022.0
2025-03-31,FAC-K,04-012,04XXXX,165056.0
2025-03-31,FAC-K,04-013,04XXXX,133068.0
2025-03-31,FAC-K,04-015,04XXXX,81659.0
2025-03-31,FAC-K,04-016,04XXXX,454138.0
2025-03-31,FAC-K,04-017,04XXXX,313852.0
2025-03-31,FAC-K,04-018,04XXXX,498045.0
2025-03-31,FAC-K,04-019,04XXXX,411650.0
2025-03-31,FAC-K,04-020,04XXXX,160641.0
2025-03-31,FAC-K,04-021,04XXXX,90312.0
2025-03-31,FAC-K,04-022,04XXXX,462415.0
2025-03-31,FAC-K,04-023,04XXXX,205533.0
2025-03-31,FAC-K,04-024,04XXXX,141535.0
2025-03-31,FAC-K,04-025,04XXXX,447016.0
2025-03-31,FAC-K,04-026,04XXXX,437316.0
2025-03-31,FAC-K,04-029,04XXXX,81054.0
2025-03-31,FAC-K,04-030,04XXXX,91021.0
2025-03-31,FAC-K,04-032,04XXXX,109981.0
2025-03-31,FAC-K,04-033,04XXXX,43925.0
2025-03-31,FAC-K,04-034,04XXXX,142813.0
2025-03-31,FAC-K,04-035,04XXXX,360370.0
2025-03-31,FAC-K,04-036,04XXXX,257174.0
2025-03-31,FAC-K,04-039,04XXXX,135747.0
2025-03-31,FAC-K,04-040,04XXXX,69781.0
2025-03-31,FAC-K,04-043,04XXXX,33782.0
2025-03-31,FAC-K,04-044,04XXXX,386722.0
2025-03-31,FAC-K,04-045,04XXXX,446804.0
2025-03-31,FAC-K,05-002,05XXXX,328500.0
2025-03-31,FAC-K,05-003,05XXXX,347313.0
2025-03-31,FAC-K,05-004,05XXXX,78311.0
2025-03-31,FAC-K,05-005,05XXXX,250099.0
2025-03-31,FAC-K,05-006,05XXXX,468196.0
2025-03-31,FAC-K,05-007,05XXXX,24575.0
2025-03-31,FAC-K,05-008,05XXXX,327821.0
2025-03-31,FAC-K,05-009,05XXXX,409983.0
2025-03-31,FAC-K,05-011,05XXXX,305142.0
2025-03-31,FAC-K,05-012,05XXXX,481260.0
2025-03-31,FAC-K,05-013,05XXXX,334913.0
2025-03-31,FAC-K,05-014,05XXXX,38289.0
2025-03-31,FAC-K,05-015,05XXXX,93551.0
2025-03-31,FAC-K,05-016,05XXXX,469551.0
2025-03-31,FAC-K,05-018,05XXXX,117863.0
2025-03-31,FAC-K,05-019,05XXXX,144525.0
2025-03-31,FAC-K,05-020,05XXXX,583769.0
2025-03-31,FAC-K,06-001,06XXXX,152306.0
2025-03-31,FAC-K,06-002,06XXXX,74589.0
2025-03-31,FAC-K,06-003,06XXXX,464876.0
2025-03-31,FAC-K,06-005,06XXXX,425329.0
2025-03-31,FAC-K,06-006,06XXXX,55013.0
2025-03-31,FAC-K,06-007,06XXXX,211632.0
2025-03-31,FAC-K,06-009,06XXXX,76057.0
2025-03-31,FAC-K,06-012,06XXXX,414119.0
2025-03-31,FAC-K,06-014,06XXXX,496479.0
2025-03-31,FAC-K,06-015,06XXXX,131473.0
2025-03-31,FAC-K,06-016,06XXXX,133806.0
2025-03-31,FAC-K,06-017,06XXXX,344991.0
2025-03-31,FAC-K,06-018,06XXXX,205556.0
2025-03-31,FAC-K,07-001,07PROU,99630.0
2025-03-31,FAC-K,07-002,07PROU,356082.0
2025-03-31,FAC-K,07-003,07PROU,414210.0
2025-03-31,FAC-K,07-004,07PROU,420839.0
2025-03-31,FAC-K,07-005,07PROU,472950.0
2025-03-31,FAC-K,07-009,07PROU,190589.0
2025-03-31,FAC-K,07-010,07PROU,130671.0
2025-03-31,FAC-K,07-011,07PROU,457345.0
2025-03-31,FAC-K,07-012,07PROU,386544.0
2025-03-31,FAC-K,07-001,07XXXX,77533.0
2025-03-31,FAC-K,07-002,07XXXX,166040.0
2025-03-31,FAC-K,07-003,07XXXX,65445.0
2025-03-31,FAC-K,07-004,07XXXX,272207.0
2025-03-31,FAC-K,07-005,07XXXX,565034.0
2025-03-31,FAC-K,07-006,07XXXX,92599.0
2025-03-31,FAC-K,07-007,07XXXX,418299.0
2025-03-31,FAC-K,07-010,07XXXX,126725.0
2025-03-31,FAC-K,07-011,07XXXX,435245.0
2025-03-31,FAC-K,07-012,07XXXX,302998.0
2025-03-31,FAC-K,07-014,07XXXX,188375.0
2025-03-31,FAC-K,07-016,07XXXX,315352.0
2025-03-31,FAC-K,07-018,07XXXX,368750.0
2025-03-31,FAC-K,07-020,07XXXX,225055.0
2025-03-31,FAC-K,07-021,07XXXX,145996.0
2025-03-31,FAC-K,08-002,08XXXX,302359.0
2025-03-31,FAC-K,08-003,08XXXX,221081.0
2025-03-31,FAC-K,08-004,08XXXX,58828.0
2025-03-31,FAC-K,08-005,08XXXX,151606.0
2025-03-31,FAC-K,08-006,08XXXX,101187.0
2025-03-31,FAC-K,08-007,08XXXX,354387.0
2025-03-31,FAC-K,08-009,08XXXX,241930.0
2025-03-31,FAC-K,08-012,08XXXX,426183.0
2025-03-31,FAC-K,08-014,08XXXX,394181.0
2025-03-31,FAC-K,08-015,08XXXX,203825.0
2025-03-31,FAC-L,01-001,01XXXX,545287.0
2025-03-31,FAC-L,01-002,01XXXX,472414.0
2025-03-31,FAC-L,01-004,01XXXX,470709.0
2025-03-31,FAC-L,01-005,01XXXX,467345.0
2025-03-31,FAC-L,01-006,01XXXX,66931.0
2025-03-31,FAC-L,01-007,01XXXX,559249.0
2025-03-31,FAC-L,01-008,01XXXX,90736.0
2025-03-31,FAC-L,01-009,01XXXX,349137.0
2025-03-31,FAC-L,01-010,01XXXX,89161.0
2025-03-31,FAC-L,01-011,01XXXX,178607.0
2025-03-31,FAC-L,01-012,01XXXX,53606.0
2025-03-31,FAC-L,01-013,01XXXX,185647.0
2025-03-31,FAC-L,01-014,01XXXX,151599.0
2025-03-31,FAC-L,01-015,01XXXX,146286.0
2025-03-31,FAC-L,01-016,01XXXX,408482.0
2025-03-31,FAC-L,01-017,01XXXX,464651.0
2025-03-31,FAC-L,01-018,01XXXX,239925.0
2025-03-31,FAC-L,01-019,01XXXX,570163.0
2025-03-31,FAC-L,01-020,01XXXX,303069.0
2025-03-31,FAC-L,01-022,01XXXX,375200.0
2025-03-31,FAC-L,01-023,01XXXX,196847.0
2025-03-31,FAC-L,01-025,01XXXX,348510.0
2025-03-31,FAC-L,01-028,01XXXX,71305.0
2025-03-31,FAC-L,01-029,01XXXX,341794.0
2025-03-31,FAC-L,02-001,02XXXX,382167.0
2025-03-31,FAC-L,02-002,02XXXX,274519.0
2025-03-31,FAC-L,02-003,02XXXX,414063.0
2025-03-31,FAC-L,02-004,02XXXX,275722.0
2025-03-31,FAC-L,02-005,02XXXX,339002.0
2025-03-31,FAC-L,02-006,02XXXX,412598.0
2025-03-31,FAC-L,02-007,02XXXX,550077.0
2025-03-31,FAC-L,02-008,02XXXX,141818.0
2025-03-31,FAC-L,02-009,02XXXX,346071.0
2025-03-31,FAC-L,02-010,02XXXX,378519.0
2025-03-31,FAC-L,02-011,02XXXX,429929.0
2025-03-31,FAC-L,02-012,02XXXX,230678.0
2025-03-31,FAC-L,02-013,02XXXX,583700.0
2025-03-31,FAC-L,02-015,02XXXX,119257.0
2025-03-31,FAC-L,02-017,02XXXX,111995.0
2025-03-31,FAC-L,02-020,02XXXX,399877.0
2025-03-31,FAC-L,02-021,02XXXX,435333.0
2025-03-31,FAC-L,02-022,02XXXX,357584.0
2025-03-31,FAC-L,02-023,02XXXX,269963.0
2025-03-31,FAC-L,02-024,02XXXX,538427.0
2025-03-31,FAC-L,03-001,03XXXX,170325.0
2025-03-31,FAC-L,03-002,03XXXX,120274.0
2025-03-31,FAC-L,03-004,03XXXX,316237.0
2025-03-31,FAC-L,03-005,03XXXX,527255.0
2025-03-31,FAC-L,03-008,03XXXX,457940.0
2025-03-31,FAC-L,03-011,03XXXX,369724.0
2025-03-31,FAC-L,03-012,03XXXX,104895.0
2025-03-31,FAC-L,03-014,03XXXX,328710.0
2025-03-31,FAC-L,03-015,03XXXX,244286.0
2025-03-31,FAC-L,04-001,04XXXX,180918.0
2025-03-31,FAC-L,04-002,04XXXX,498674.0
2025-03-31,FAC-L,04-003,04XXXX,289252.0
2025-03-31,FAC-L,04-004,04XXXX,42194.0
2025-03-31,FAC-L,04-005,04XXXX,442664.0
2025-03-31,FAC-L,04-007,04XXXX,105291.0
2025-03-31,FAC-L,04-008,04XXXX,78433.0
2025-03-31,FAC-L,04-009,04XXXX,345160.0
2025-03-31,FAC-L,04-010,04XXXX,388468.0
2025-03-31,FAC-L,04-011,04XXXX,161445.0
2025-03-31,FAC-L,04-012,04XXXX,139759.0
2025-03-31,FAC-L,04-016,04XXXX,451867.0
2025-03-31,FAC-L,04-018,04XXXX,398015.0
2025-03-31,FAC-L,04-020,04XXXX,393477.0
2025-03-31,FAC-L,04-021,04XXXX,58077.0
2025-03-31,FAC-L,04-022,04XXXX,373395.0
2025-03-31,FAC-L,04-023,04XXXX,173514.0
2025-03-31,FAC-L,04-024,04XXXX,193832.0
2025-03-31,FAC-L,04-025,04XXXX,280369.0
2025-03-31,FAC-L,04-026,04XXXX,96415.0
2025-03-31,FAC-L,04-027,04XXXX,511590.0
2025-03-31,FAC-L,04-028,04XXXX,422656.0
2025-03-31,FAC-L,04-029,04XXXX,242079.0
2025-03-31,FAC-L,04-034,04XXXX,37026.0
2025-03-31,FAC-L,04-035,04XXXX,155863.0
2025-03-31,FAC-L,04-037,04XXXX,514526.0
2025-03-31,FAC-L,04-038,04XXXX,18765.0
