PR_RESPON,PR_DONVI,P_ORGANIZATION_CODE,PR_FROMDATE,PR_TODATE,PR_TYPE,P_USER,COMPANY_NAME,TEN_DV,P_FROMDATE,P_TODATE,MAY,TEN_MAY,KHO,ITEM_NO,ITEM_NAME,LOT_NUMBER,UOM,DON_GIA,QTY,AMOUNT,REASON,COMMENTS,TRX_DATE,KHUVUC,SO_CTG
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,141523708.19,XVT-Xuất vật tư sản xuất,,31/03/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,24846538.92,XVT-Xuất vật tư sản xuất,,31/03/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,91262074.35,XVT-Xuất vật tư sản xuất,,31/03/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,27416791.46,XVT-Xuất vật tư sản xuất,,31/03/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,95863292.8,XVT-Xuất vật tư sản xuất,,31/03/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,146269228.8,XVT-Xuất vật tư sản xuất,,31/03/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,25468209.74,XVT-Xuất vật tư sản xuất,,31/03/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,44033727.9,XVT-Xuất vật tư sản xuất,,31/03/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,10068982.92,XVT-Xuất vật tư sản xuất,,31/03/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,128617825.99,XVT-Xuất vật tư sản xuất,,31/03/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,59864226.86,XVT-Xuất vật tư sản xuất,,31/03/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,23228575.21,XVT-Xuất vật tư sản xuất,,31/03/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,22762167.27,XVT-Xuất vật tư sản xuất,,31/03/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,107941018.42,XVT-Xuất vật tư sản xuất,,31/03/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,40791230.61,XVT-Xuất vật tư sản xuất,,31/03/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,114037987.44,XVT-Xuất vật tư sản xuất,,31/03/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,106976323.52,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,39589275.77,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,35170900.27,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,86926939.92,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,81650932.73,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,27940518.96,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,80973719.25,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,8477319.13,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,142895815.39,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,119451671.11,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,96338815.68,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,91397075.59,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,71215935.17,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,158418787.28,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,62206578.96,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,162828915.68,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,25989504.17,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,131876070.93,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,87985743.16,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,12300651.68,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,103370404.92,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,51727344.38,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,93366988.3,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,52684788.16,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,110333097.11,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,37031677.94,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,22955980.76,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,75384100.19,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,131970102.09,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,92724120.28,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,7237154.6,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,35077609.51,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,25875920.55,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,19965763.53,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,80045085.79,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,15830371.28,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,39667983.68,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,31521108.33,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,10213391.2,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,75579732.63,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,115805615.43,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,79596473.57,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,64239825.74,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,24884804.2,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,147351919.48,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,55063100.87,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,95686315.91,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,7785537.55,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,114004012.2,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,8184172.51,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,40491508.13,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,6924750.22,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,109320177.02,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,91821302.39,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,17922800.03,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,121437738.98,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,121514483.65,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,92856162.33,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,53154969.75,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,6029112.1,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,30151711.35,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,32088101.09,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,73894012.63,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,117667258.13,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,41078274.99,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,84289239.72,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,92906192.22,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,83417170.14,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,54114570.34,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,103228702.52,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,130434174.62,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,146828129.92,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,57106878.41,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,44507266.87,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,89819453.21,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,27739369.58,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,148876943.48,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,27851537.41,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,8619533.05,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,22580612.29,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,45465151.76,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,109294392.24,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,29806650.61,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,27830365.29,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,135563263.84,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,96633667.57,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,34211857.27,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,63417624.82,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,69337215.15,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,31189913.77,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,17532062.3,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,39228051.14,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,44831613.25,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,102611611.04,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,86502663.84,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,114498705.23,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,101711402.14,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,8842469.82,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,79001696.63,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,79209394.3,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,57810690.06,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,17849357.07,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,110437788.61,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,102768960.28,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,44627242.8,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,127977837.25,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,45664569.82,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,50315461.01,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,122973619.18,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,140471556.05,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,32244566.26,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,140743792.55,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,127760521.0,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,116419583.85,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,41071147.93,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,42499510.48,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,122283578.19,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,120998214.98,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,31819054.54,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,118486707.5,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,99673980.7,XVT-Xuất vật tư sản xuất,,30/04/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,158685869.26,XVT-Xuất vật tư sản xuất,,30/04/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,140820795.92,XVT-Xuất vật tư sản xuất,,30/04/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,143433216.54,XVT-Xuất vật tư sản xuất,,30/04/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,56328574.96,XVT-Xuất vật tư sản xuất,,30/04/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,10665490.19,XVT-Xuất vật tư sản xuất,,30/04/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,33985757.57,XVT-Xuất vật tư sản xuất,,30/04/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,17109717.06,XVT-Xuất vật tư sản xuất,,30/04/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,57942097.93,XVT-Xuất vật tư sản xuất,,30/04/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,13674475.2,XVT-Xuất vật tư sản xuất,,30/04/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,90484975.93,XVT-Xuất vật tư sản xuất,,31/05/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,53153526.31,XVT-Xuất vật tư sản xuất,,31/05/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,138105939.26,XVT-Xuất vật tư sản xuất,,31/05/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,33246127.54,XVT-Xuất vật tư sản xuất,,31/05/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,112326622.66,XVT-Xuất vật tư sản xuất,,31/05/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,132976192.38,XVT-Xuất vật tư sản xuất,,31/05/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,153818120.46,XVT-Xuất vật tư sản xuất,,31/05/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,142995893.68,XVT-Xuất vật tư sản xuất,,31/05/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,112822368.99,XVT-Xuất vật tư sản xuất,,31/05/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,77434847.34,XVT-Xuất vật tư sản xuất,,31/05/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,150806876.97,XVT-Xuất vật tư sản xuất,,31/05/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,113528069.8,XVT-Xuất vật tư sản xuất,,31/05/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,70807791.82,XVT-Xuất vật tư sản xuất,,31/05/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,34992467.55,XVT-Xuất vật tư sản xuất,,31/05/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,52819006.44,XVT-Xuất vật tư sản xuất,,31/05/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,44131451.98,XVT-Xuất vật tư sản xuất,,31/05/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,9497524.66,XVT-Xuất vật tư sản xuất,,31/05/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,145008112.17,XVT-Xuất vật tư sản xuất,,31/05/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,64000215.61,XVT-Xuất vật tư sản xuất,,31/05/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,41593706.85,XVT-Xuất vật tư sản xuất,,31/05/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,104359533.0,XVT-Xuất vật tư sản xuất,,31/05/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,73004484.44,XVT-Xuất vật tư sản xuất,,31/05/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,140597583.12,XVT-Xuất vật tư sản xuất,,31/05/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,84560537.47,XVT-Xuất vật tư sản xuất,,31/05/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,136747759.63,XVT-Xuất vật tư sản xuất,,31/05/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,148057411.54,XVT-Xuất vật tư sản xuất,,31/05/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,93476308.49,XVT-Xuất vật tư sản xuất,,31/05/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,34716152.77,XVT-Xuất vật tư sản xuất,,31/05/2024,60101-Khu vực xử lý nước thải,
