PR_RESPON,PR_DONVI,P_ORGANIZATION_CODE,PR_FROMDATE,PR_TODATE,PR_TYPE,P_USER,COMPANY_NAME,TEN_DV,P_FROMDATE,P_TODATE,MAY,TEN_MAY,KHO,ITEM_NO,ITEM_NAME,LOT_NUMBER,UOM,DON_GIA,QTY,AMOUNT,REASON,COMMENTS,TRX_DATE,KHUVUC,SO_CTG
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,87645512.53,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,10460715.87,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,7113992.94,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,147495129.64,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,110771832.22,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,117267082.13,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,144921342.91,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,115764045.71,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,133830113.67,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,101785453.03,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,97477164.03,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,133972195.92,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,91739146.29,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,52748783.06,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,61758047.0,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,30507059.09,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,134938287.15,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,17479323.69,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,17537634.43,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,109254459.32,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,27668412.79,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,9749745.47,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,136843517.7,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,44967404.02,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,142776459.89,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,11166803.9,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,89657405.03,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,9852406.99,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,7571775.89,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,44745607.88,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,91915953.13,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,155546608.69,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,50118002.6,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,52234117.96,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,63233484.69,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,12662741.5,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,144078964.62,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,36164549.72,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,146429565.15,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,19472517.53,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,62924752.56,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,16409636.95,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,103685014.4,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,78844938.1,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,54386252.28,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,77203492.56,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,100797126.47,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,108422677.3,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,26027758.13,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,58569686.01,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,94272741.43,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,10187499.73,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,101148409.24,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,95503578.78,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,156794178.43,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,46420412.08,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,62587913.2,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,118147807.6,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,118210791.37,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,58918883.18,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,112680445.38,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,100057622.96,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,20220587.26,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,33285584.12,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,167618868.61,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,108113173.82,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,128452725.96,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,79192833.46,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,66377655.15,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,56605991.01,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,122684259.09,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,155885547.58,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,132794785.81,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,105944026.59,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,111934746.95,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,161510861.06,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,45674657.45,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,112753890.46,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,120704905.82,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,27937902.97,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,119064672.99,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,57521494.75,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,98685479.74,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,111633555.02,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,65830486.07,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,112226193.42,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,101808050.71,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,107902705.12,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,33460040.85,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,25991795.38,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,116208160.62,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,111453645.96,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,88154888.36,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,55212478.18,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,6412688.14,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,38300319.14,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,99138441.61,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,80046970.25,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,52778040.56,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,131687030.87,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,144058728.8,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,91114366.97,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,13869389.59,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,92123207.25,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,140843439.93,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,28807986.02,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,50294448.7,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,124883280.71,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,132520209.31,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,123268985.66,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,42762613.92,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,42706541.45,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,110266918.7,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,81729705.05,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,110054387.04,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,108312536.15,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,51134812.02,XVT-Xuất vật tư sản xuất,,30/04/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,21577118.92,XVT-Xuất vật tư sản xuất,,30/04/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,151595222.14,XVT-Xuất vật tư sản xuất,,30/04/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,20380678.82,XVT-Xuất vật tư sản xuất,,30/04/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,125988151.0,XVT-Xuất vật tư sản xuất,,30/04/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,19761681.71,XVT-Xuất vật tư sản xuất,,30/04/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,108782528.17,XVT-Xuất vật tư sản xuất,,30/04/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,37565791.74,XVT-Xuất vật tư sản xuất,,30/04/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,96729406.53,XVT-Xuất vật tư sản xuất,,30/04/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,154028639.11,XVT-Xuất vật tư sản xuất,,30/04/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,73172847.13,XVT-Xuất vật tư sản xuất,,31/05/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,85617954.77,XVT-Xuất vật tư sản xuất,,31/05/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,94425371.55,XVT-Xuất vật tư sản xuất,,31/05/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,36752087.43,XVT-Xuất vật tư sản xuất,,31/05/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,46759228.45,XVT-Xuất vật tư sản xuất,,31/05/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,36887678.42,XVT-Xuất vật tư sản xuất,,31/05/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,73561465.19,XVT-Xuất vật tư sản xuất,,31/05/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,158813393.1,XVT-Xuất vật tư sản xuất,,31/05/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,102777062.69,XVT-Xuất vật tư sản xuất,,31/05/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,51819986.13,XVT-Xuất vật tư sản xuất,,31/05/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,70006351.49,XVT-Xuất vật tư sản xuất,,31/05/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,103065712.87,XVT-Xuất vật tư sản xuất,,31/05/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,26545281.98,XVT-Xuất vật tư sản xuất,,31/05/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,25371305.08,XVT-Xuất vật tư sản xuất,,31/05/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,117493260.59,XVT-Xuất vật tư sản xuất,,31/05/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,133385279.27,XVT-Xuất vật tư sản xuất,,31/05/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,86989283.6,XVT-Xuất vật tư sản xuất,,31/05/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,90163460.41,XVT-Xuất vật tư sản xuất,,31/05/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,8569087.46,XVT-Xuất vật tư sản xuất,,31/05/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,75256028.55,XVT-Xuất vật tư sản xuất,,31/05/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,122385578.96,XVT-Xuất vật tư sản xuất,,31/05/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,27752756.0,XVT-Xuất vật tư sản xuất,,31/05/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,21559762.42,XVT-Xuất vật tư sản xuất,,31/05/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,95573827.1,XVT-Xuất vật tư sản xuất,,31/05/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,15910042.24,XVT-Xuất vật tư sản xuất,,31/05/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,21857010.09,XVT-Xuất vật tư sản xuất,,31/05/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,81087160.78,XVT-Xuất vật tư sản xuất,,31/05/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,112178892.63,XVT-Xuất vật tư sản xuất,,31/05/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,11573899.84,XVT-Xuất vật tư sản xuất,,31/05/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,102009127.56,XVT-Xuất vật tư sản xuất,,31/05/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,53884557.59,XVT-Xuất vật tư sản xuất,,31/05/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,155159769.93,XVT-Xuất vật tư sản xuất,,31/05/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,100526009.13,XVT-Xuất vật tư sản xuất,,31/05/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,63365187.93,XVT-Xuất vật tư sản xuất,,31/05/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,69135655.13,XVT-Xuất vật tư sản xuất,,31/05/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,113988382.67,XVT-Xuất vật tư sản xuất,,31/05/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,67235747.77,XVT-Xuất vật tư sản xuất,,31/05/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,7970910.73,XVT-Xuất vật tư sản xuất,,31/05/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,15022426.72,XVT-Xuất vật tư sản xuất,,31/05/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,106471914.75,XVT-Xuất vật tư sản xuất,,31/05/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,104744306.82,XVT-Xuất vật tư sản xuất,,31/05/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,118734896.04,XVT-Xuất vật tư sản xuất,,31/05/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,76890633.56,XVT-Xuất vật tư sản xuất,,31/05/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,38499290.45,XVT-Xuất vật tư sản xuất,,31/05/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,107516297.06,XVT-Xuất vật tư sản xuất,,31/05/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,54527943.59,XVT-Xuất vật tư sản xuất,,31/05/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,57010496.71,XVT-Xuất vật tư sản xuất,,31/05/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,31321086.41,XVT-Xuất vật tư sản xuất,,31/05/2025,60101-Khu vực xử lý nước thải,
