START_DATE,END_DATE,LEDGER,COST_ORGANIZATION,ITEM_NUMBER,ITEM_DESCRIPTION,CALENDAR_CODE,PERIOD_CODE,COST_MTHD_CODE,SOURCE_DESC,ORGANIZATION_CODE,REFERENCE,COST_CMPNTCLS_CODE,COST_ANALYSIS_CODE,COST_AMT,TRANS_QTY,AMOUNT,CURRENCY_CODE,PRIMARY_UOM_CODE,SUPPLIER_ORG,TRANS_DATE,PO_NUMBER,RATE,INVOICE_NUM,VENDOR_NAME,VENDOR_SITE_CODE,CUR_ORG,ITEM_TYPE
,,,,02-023,Product 02XXXX,,,,Batch Material Cost,SGD,,MAT,,278926.3529,3626,242319427.33,VND,,,30/04/2025,,,,,,,FG
,,,,03-018,Product 03XXXX,,,,Batch Material Cost,SGD,,MAT,,220865.9185,141,377053858.84,VND,,,30/04/2025,,,,,,,FG
,,,,03-016,Product 03XXXX,,,,Batch Resource Cost,SGD,,MAT,,856560.9468,3798,772670851.32,VND,,,30/04/2025,,,,,,,FG
,,,,04-019,Product 04XXXX,,,,Batch Material Cost,SGD,,MAT,,154441.7694,1658,299723693.21,VND,,,30/04/2025,,,,,,,FG
,,,,04-019,Product 04XXXX,,,,Unit Cost Adjustments,SGD,,MAT,,349000.8991,783,462832857.65,VND,,,30/04/2025,,,,,,,FG
,,,,05-021,Product 05XXXX,,,,Batch Resource Cost,SGD,,MAT,,108785.6873,543,200766733.69,VND,,,30/04/2025,,,,,,,FG
,,,,05-007,Product 05XXXX,,,,Batch Material Cost,SGD,,MAT,,65497.761,4743,61265485.3,VND,,,30/04/2025,,,,,,,FG
,,,,06-017,Product 06XXXX,,,,Batch Material Cost,SGD,,MAT,,264751.6467,4602,543977548.91,VND,,,30/04/2025,,,,,,,FG
,,,,06-011,Product 06XXXX,,,,Batch Resource Cost,SGD,,MAT,,529641.3646,2423,700473691.49,VND,,,30/04/2025,,,,,,,FG
,,,,07-024,Product 07PROU,,,,Batch Resource Cost,SGD,,MAT,,125905.2453,1829,301436508.83,VND,,,30/04/2025,,,,,,,FG
,,,,07-019,Product 07PROU,,,,Batch Material Cost,SGD,,MAT,,288424.2707,2530,488524796.34,VND,,,30/04/2025,,,,,,,FG
,,,,07-004,Product 07XXXX,,,,Batch Resource Cost,SGD,,MAT,,310693.6695,2519,683853540.6,VND,,,30/04/2025,,,,,,,FG
,,,,07-012,Product 07XXXX,,,,Batch Material Cost,SGD,,MAT,,225133.4675,1635,509878283.21,VND,,,30/04/2025,,,,,,,FG
,,,,08-027,Product 08XXXX,,,,Batch Resource Cost,SGD,,MAT,,351868.7488,465,807041662.4,VND,,,30/04/2025,,,,,,,FG
,,,,08-004,Product 08XXXX,,,,Batch Material Cost,SGD,,MAT,,241410.1402,618,327770917.09,VND,,,30/04/2025,,,,,,,FG
,,,,01-021,Product 01XXXX,,,,Batch Resource Cost,CTD,,MAT,,719253.0399,3086,910022416.68,VND,,,30/04/2025,,,,,,,FG
,,,,01-014,Product 01XXXX,,,,Batch Material Cost,CTD,,MAT,,413126.7181,704,349665912.32,VND,,,30/04/2025,,,,,,,FG
,,,,02-027,Product 02XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,93391.3345,3852,211666862.19,VND,,,30/04/2025,,,,,,,FG
,,,,02-021,Product 02XXXX,,,,Batch Material Cost,CTD,,MAT,,65084.3408,3770,144695296.14,VND,,,30/04/2025,,,,,,,FG
,,,,03-015,Product 03XXXX,,,,Batch Material Cost,CTD,,MAT,,421243.5862,623,649934277.06,VND,,,30/04/2025,,,,,,,FG
,,,,03-009,Product 03XXXX,,,,Batch Resource Cost,CTD,,MAT,,135195.7354,2999,227742411.59,VND,,,30/04/2025,,,,,,,FG
,,,,04-012,Product 04XXXX,,,,Batch Material Cost,CTD,,MAT,,182976.0648,855,313615879.16,VND,,,30/04/2025,,,,,,,FG
,,,,04-028,Product 04XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,223258.8257,1958,284474168.57,VND,,,30/04/2025,,,,,,,FG
,,,,05-023,Product 05XXXX,,,,Batch Material Cost,CTD,,MAT,,216610.315,1004,535966965.5,VND,,,30/04/2025,,,,,,,FG
,,,,05-019,Product 05XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,185189.7469,1488,431074263.69,VND,,,30/04/2025,,,,,,,FG
,,,,06-023,Product 06XXXX,,,,Batch Material Cost,CTD,,MAT,,459756.2077,2806,538558298.81,VND,,,30/04/2025,,,,,,,FG
,,,,06-001,Product 06XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,290137.2407,2494,627360896.25,VND,,,30/04/2025,,,,,,,FG
,,,,07-008,Product 07PROU,,,,Batch Material Cost,CTD,,MAT,,831773.8581,4666,871964882.09,VND,,,30/04/2025,,,,,,,FG
,,,,07-019,Product 07PROU,,,,Batch Resource Cost,CTD,,MAT,,451803.899,4054,473354461.21,VND,,,30/04/2025,,,,,,,FG
,,,,07-022,Product 07XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,97745.179,2381,116896098.66,VND,,,30/04/2025,,,,,,,FG
,,,,07-006,Product 07XXXX,,,,Batch Resource Cost,CTD,,MAT,,359490.9792,3879,655184255.63,VND,,,30/04/2025,,,,,,,FG
,,,,08-007,Product 08XXXX,,,,Value Adjustments,CTD,,MAT,,343101.209,3377,352597131.43,VND,,,30/04/2025,,,,,,,FG
,,,,08-023,Product 08XXXX,,,,Batch Material Cost,CTD,,MAT,,253354.7894,2409,257085913.73,VND,,,30/04/2025,,,,,,,FG
,,,,01-004,Product 01XXXX,,,,Batch Material Cost,BDD,,MAT,,178477.5729,564,314621204.88,VND,,,30/04/2025,,,,,,,FG
,,,,01-027,Product 01XXXX,,,,Batch Resource Cost,BDD,,MAT,,162891.631,455,392821029.5,VND,,,30/04/2025,,,,,,,FG
,,,,02-011,Product 02XXXX,,,,Batch Material Cost,BDD,,MAT,,90210.2905,2136,202056898.51,VND,,,30/04/2025,,,,,,,FG
,,,,02-014,Product 02XXXX,,,,Batch Resource Cost,BDD,,MAT,,367243.006,369,542575493.37,VND,,,30/04/2025,,,,,,,FG
,,,,03-005,Product 03XXXX,,,,Batch Resource Cost,BDD,,MAT,,152113.0582,909,247339938.88,VND,,,30/04/2025,,,,,,,FG
,,,,03-010,Product 03XXXX,,,,Batch Material Cost,BDD,,MAT,,116522.6009,1847,248441643.33,VND,,,30/04/2025,,,,,,,FG
,,,,04-028,Product 04XXXX,,,,Unit Cost Adjustments,BDD,,MAT,,502950.7865,583,593621597.59,VND,,,30/04/2025,,,,,,,FG
,,,,04-014,Product 04XXXX,,,,Batch Material Cost,BDD,,MAT,,402006.7573,3233,463950168.0,VND,,,30/04/2025,,,,,,,FG
,,,,05-012,Product 05XXXX,,,,Batch Material Cost,BDD,,MAT,,409305.7172,2251,461847095.11,VND,,,30/04/2025,,,,,,,FG
,,,,05-022,Product 05XXXX,,,,Batch Resource Cost,BDD,,MAT,,252751.3069,4019,474413904.69,VND,,,30/04/2025,,,,,,,FG
,,,,06-003,Product 06XXXX,,,,Batch Material Cost,BDD,,MAT,,96727.8976,4444,132169589.69,VND,,,30/04/2025,,,,,,,FG
,,,,06-013,Product 06XXXX,,,,Batch Resource Cost,BDD,,MAT,,344474.6883,2518,499152450.89,VND,,,30/04/2025,,,,,,,FG
,,,,07-001,Product 07PROU,,,,Batch Material Cost,BDD,,MAT,,246840.7042,3684,288878120.07,VND,,,30/04/2025,,,,,,,FG
,,,,07-016,Product 07PROU,,,,Batch Resource Cost,BDD,,MAT,,66735.4587,116,111114302.66,VND,,,30/04/2025,,,,,,,FG
,,,,07-010,Product 07XXXX,,,,Batch Resource Cost,BDD,,MAT,,319209.3082,3644,594539817.06,VND,,,30/04/2025,,,,,,,FG
,,,,07-006,Product 07XXXX,,,,Unit Cost Adjustments,BDD,,MAT,,169971.5613,4188,390701377.1,VND,,,30/04/2025,,,,,,,FG
,,,,08-017,Product 08XXXX,,,,Batch Material Cost,BDD,,MAT,,391367.6332,1619,800481817.37,VND,,,30/04/2025,,,,,,,FG
,,,,08-022,Product 08XXXX,,,,Unit Cost Adjustments,BDD,,MAT,,669263.2392,1705,558594639.62,VND,,,30/04/2025,,,,,,,FG
,,,,01-011,Product 01XXXX,,,,Unit Cost Adjustments,NAD,,MAT,,422029.4014,4742,754243726.79,VND,,,30/04/2025,,,,,,,FG
,,,,01-023,Product 01XXXX,,,,Batch Material Cost,NAD,,MAT,,225989.5598,1759,301624944.54,VND,,,30/04/2025,,,,,,,FG
,,,,02-028,Product 02XXXX,,,,Batch Resource Cost,NAD,,MAT,,489009.506,689,672893226.2,VND,,,30/04/2025,,,,,,,FG
,,,,02-012,Product 02XXXX,,,,Batch Material Cost,NAD,,MAT,,251148.0741,4453,616287550.45,VND,,,30/04/2025,,,,,,,FG
,,,,03-009,Product 03XXXX,,,,Batch Material Cost,NAD,,MAT,,932534.7812,2473,786122526.48,VND,,,30/04/2025,,,,,,,FG
,,,,03-002,Product 03XXXX,,,,Unit Cost Adjustments,NAD,,MAT,,168664.5642,3510,274990388.43,VND,,,30/04/2025,,,,,,,FG
,,,,04-012,Product 04XXXX,,,,Value Adjustments,NAD,,MAT,,162307.8148,4428,372674380.28,VND,,,30/04/2025,,,,,,,FG
,,,,04-028,Product 04XXXX,,,,Batch Material Cost,NAD,,MAT,,47389.0911,4813,75864742.68,VND,,,30/04/2025,,,,,,,FG
,,,,05-019,Product 05XXXX,,,,Batch Resource Cost,NAD,,MAT,,77435.2204,2403,190310446.45,VND,,,30/04/2025,,,,,,,FG
,,,,05-015,Product 05XXXX,,,,Batch Material Cost,NAD,,MAT,,278996.4865,3521,586311117.42,VND,,,30/04/2025,,,,,,,FG
,,,,06-029,Product 06XXXX,,,,Batch Material Cost,NAD,,MAT,,570299.2456,2046,937149468.37,VND,,,30/04/2025,,,,,,,FG
,,,,06-002,Product 06XXXX,,,,Value Adjustments,NAD,,MAT,,433489.8621,4216,498562194.05,VND,,,30/04/2025,,,,,,,FG
,,,,07-021,Product 07PROU,,,,Batch Material Cost,NAD,,MAT,,37842.9283,2777,71491919.87,VND,,,30/04/2025,,,,,,,FG
,,,,07-026,Product 07PROU,,,,Batch Resource Cost,NAD,,MAT,,162343.5831,4878,289788831.55,VND,,,30/04/2025,,,,,,,FG
,,,,07-012,Product 07XXXX,,,,Batch Material Cost,NAD,,MAT,,298403.6736,4117,574345995.12,VND,,,30/04/2025,,,,,,,FG
,,,,07-020,Product 07XXXX,,,,Unit Cost Adjustments,NAD,,MAT,,272815.0524,689,405567419.95,VND,,,30/04/2025,,,,,,,FG
,,,,08-019,Product 08XXXX,,,,Value Adjustments,NAD,,MAT,,169302.8748,2294,305835855.58,VND,,,30/04/2025,,,,,,,FG
,,,,08-029,Product 08XXXX,,,,Batch Resource Cost,NAD,,MAT,,579674.3773,1566,752130367.97,VND,,,30/04/2025,,,,,,,FG
,,,,01-029,Product 01XXXX,,,,Batch Material Cost,TSD,,MAT,,317583.8387,2242,535224732.47,VND,,,30/04/2025,,,,,,,FG
,,,,01-020,Product 01XXXX,,,,Batch Resource Cost,TSD,,MAT,,55601.2121,731,86452419.03,VND,,,30/04/2025,,,,,,,FG
,,,,02-024,Product 02XXXX,,,,Batch Resource Cost,TSD,,MAT,,185448.6989,574,290912265.88,VND,,,30/04/2025,,,,,,,FG
,,,,02-005,Product 02XXXX,,,,Batch Material Cost,TSD,,MAT,,137952.8941,4074,312135570.26,VND,,,30/04/2025,,,,,,,FG
,,,,03-023,Product 03XXXX,,,,Batch Material Cost,TSD,,MAT,,125451.9728,4926,200370695.88,VND,,,30/04/2025,,,,,,,FG
,,,,03-014,Product 03XXXX,,,,Batch Resource Cost,TSD,,MAT,,630141.5053,3547,753666755.47,VND,,,30/04/2025,,,,,,,FG
,,,,04-021,Product 04XXXX,,,,Batch Material Cost,TSD,,MAT,,500818.8302,1302,530308404.16,VND,,,30/04/2025,,,,,,,FG
,,,,04-006,Product 04XXXX,,,,Value Adjustments,TSD,,MAT,,150187.6055,4277,323847117.57,VND,,,30/04/2025,,,,,,,FG
,,,,05-004,Product 05XXXX,,,,Unit Cost Adjustments,TSD,,MAT,,406024.7884,456,720833519.42,VND,,,30/04/2025,,,,,,,FG
,,,,05-028,Product 05XXXX,,,,Batch Resource Cost,TSD,,MAT,,120074.4626,1182,263034174.83,VND,,,30/04/2025,,,,,,,FG
,,,,06-003,Product 06XXXX,,,,Batch Material Cost,TSD,,MAT,,476435.1418,4654,688288128.36,VND,,,30/04/2025,,,,,,,FG
,,,,06-019,Product 06XXXX,,,,Unit Cost Adjustments,TSD,,MAT,,354809.4102,3502,344567076.24,VND,,,30/04/2025,,,,,,,FG
,,,,07-028,Product 07PROU,,,,Batch Material Cost,TSD,,MAT,,197821.9935,4862,260144831.17,VND,,,30/04/2025,,,,,,,FG
,,,,07-024,Product 07PROU,,,,Batch Resource Cost,TSD,,MAT,,113642.6254,1741,109288514.56,VND,,,30/04/2025,,,,,,,FG
,,,,07-014,Product 07XXXX,,,,Batch Resource Cost,TSD,,MAT,,39206.0501,3937,80014589.91,VND,,,30/04/2025,,,,,,,FG
,,,,07-002,Product 07XXXX,,,,Batch Material Cost,TSD,,MAT,,198089.6108,2092,416662825.43,VND,,,30/04/2025,,,,,,,FG
,,,,08-009,Product 08XXXX,,,,Batch Material Cost,TSD,,MAT,,279097.5052,435,684600403.17,VND,,,30/04/2025,,,,,,,FG
,,,,08-005,Product 08XXXX,,,,Batch Resource Cost,TSD,,MAT,,85969.1665,4346,210049430.89,VND,,,30/04/2025,,,,,,,FG
,,,,01-004,Product 01XXXX,,,,Batch Material Cost,GKD,,MAT,,63797.0772,2509,121195002.93,VND,,,30/04/2025,,,,,,,FG
,,,,01-001,Product 01XXXX,,,,Unit Cost Adjustments,GKD,,MAT,,620751.7016,126,565039283.14,VND,,,30/04/2025,,,,,,,FG
,,,,02-011,Product 02XXXX,,,,Batch Material Cost,GKD,,MAT,,212069.469,2511,365667951.94,VND,,,30/04/2025,,,,,,,FG
,,,,02-018,Product 02XXXX,,,,Batch Resource Cost,GKD,,MAT,,300967.5845,871,564171046.96,VND,,,30/04/2025,,,,,,,FG
,,,,03-028,Product 03XXXX,,,,Batch Material Cost,GKD,,MAT,,389419.7619,4848,726601702.98,VND,,,30/04/2025,,,,,,,FG
,,,,03-007,Product 03XXXX,,,,Batch Resource Cost,GKD,,MAT,,352620.5418,2011,657783872.24,VND,,,30/04/2025,,,,,,,FG
,,,,04-003,Product 04XXXX,,,,Batch Material Cost,GKD,,MAT,,861284.0105,2073,738833654.77,VND,,,30/04/2025,,,,,,,FG
,,,,04-022,Product 04XXXX,,,,Batch Resource Cost,GKD,,MAT,,409256.607,3510,544315518.43,VND,,,30/04/2025,,,,,,,FG
,,,,05-019,Product 05XXXX,,,,Batch Material Cost,GKD,,MAT,,335852.3193,1229,463878634.86,VND,,,30/04/2025,,,,,,,FG
,,,,05-022,Product 05XXXX,,,,Batch Resource Cost,GKD,,MAT,,82051.6425,2885,187334166.39,VND,,,30/04/2025,,,,,,,FG
,,,,06-022,Product 06XXXX,,,,Batch Material Cost,GKD,,MAT,,190577.1088,823,456155577.61,VND,,,30/04/2025,,,,,,,FG
,,,,06-007,Product 06XXXX,,,,Unit Cost Adjustments,GKD,,MAT,,356528.5684,3897,601936527.82,VND,,,30/04/2025,,,,,,,FG
,,,,07-023,Product 07PROU,,,,Batch Resource Cost,GKD,,MAT,,392384.3514,764,743516065.95,VND,,,30/04/2025,,,,,,,FG
,,,,07-017,Product 07PROU,,,,Batch Material Cost,GKD,,MAT,,181718.0058,2691,269965141.15,VND,,,30/04/2025,,,,,,,FG
,,,,07-001,Product 07XXXX,,,,Batch Material Cost,GKD,,MAT,,137003.8167,2898,186707603.1,VND,,,30/04/2025,,,,,,,FG
,,,,07-028,Product 07XXXX,,,,Value Adjustments,GKD,,MAT,,509849.1941,1725,734713794.28,VND,,,30/04/2025,,,,,,,FG
,,,,08-001,Product 08XXXX,,,,Batch Material Cost,GKD,,MAT,,129872.6868,323,309531486.63,VND,,,30/04/2025,,,,,,,FG
,,,,08-016,Product 08XXXX,,,,Batch Resource Cost,GKD,,MAT,,472741.7678,3823,494650998.55,VND,,,30/04/2025,,,,,,,FG
,,,,01-029,Product 01XXXX,,,,Batch Material Cost,DND,,MAT,,509790.0102,4703,801001813.24,VND,,,30/04/2025,,,,,,,FG
,,,,01-018,Product 01XXXX,,,,Batch Resource Cost,DND,,MAT,,984477.4048,2193,883968275.82,VND,,,30/04/2025,,,,,,,FG
,,,,02-023,Product 02XXXX,,,,Batch Material Cost,DND,,MAT,,32109.1692,3634,67905278.39,VND,,,30/04/2025,,,,,,,FG
,,,,02-015,Product 02XXXX,,,,Batch Resource Cost,DND,,MAT,,55331.547,2419,102191398.74,VND,,,30/04/2025,,,,,,,FG
,,,,03-023,Product 03XXXX,,,,Batch Material Cost,DND,,MAT,,469366.0597,3625,811152860.02,VND,,,30/04/2025,,,,,,,FG
,,,,03-013,Product 03XXXX,,,,Batch Resource Cost,DND,,MAT,,29969.2942,4435,51399476.6,VND,,,30/04/2025,,,,,,,FG
,,,,04-014,Product 04XXXX,,,,Batch Material Cost,DND,,MAT,,148615.8388,3383,119297605.72,VND,,,30/04/2025,,,,,,,FG
,,,,04-020,Product 04XXXX,,,,Unit Cost Adjustments,DND,,MAT,,151280.1414,2523,312828787.68,VND,,,30/04/2025,,,,,,,FG
,,,,05-015,Product 05XXXX,,,,Batch Material Cost,DND,,MAT,,63150.7721,4151,105418211.64,VND,,,30/04/2025,,,,,,,FG
,,,,05-024,Product 05XXXX,,,,Value Adjustments,DND,,MAT,,654481.7271,3862,843027379.27,VND,,,30/04/2025,,,,,,,FG
,,,,06-010,Product 06XXXX,,,,Batch Material Cost,DND,,MAT,,155043.2437,2232,305164471.68,VND,,,30/04/2025,,,,,,,FG
,,,,06-012,Product 06XXXX,,,,Batch Resource Cost,DND,,MAT,,163096.104,3305,311580774.36,VND,,,30/04/2025,,,,,,,FG
,,,,07-001,Product 07PROU,,,,Batch Material Cost,DND,,MAT,,652681.0329,1111,683114477.0,VND,,,30/04/2025,,,,,,,FG
,,,,07-013,Product 07PROU,,,,Unit Cost Adjustments,DND,,MAT,,187950.4988,2123,460117774.96,VND,,,30/04/2025,,,,,,,FG
,,,,07-009,Product 07XXXX,,,,Batch Resource Cost,DND,,MAT,,174715.708,2693,267182626.47,VND,,,30/04/2025,,,,,,,FG
,,,,07-017,Product 07XXXX,,,,Batch Material Cost,DND,,MAT,,72743.0499,1206,167094569.35,VND,,,30/04/2025,,,,,,,FG
,,,,08-021,Product 08XXXX,,,,Batch Resource Cost,DND,,MAT,,634949.7141,2696,582922762.67,VND,,,30/04/2025,,,,,,,FG
,,,,08-016,Product 08XXXX,,,,Batch Material Cost,DND,,MAT,,308809.5447,1804,740434279.59,VND,,,30/04/2025,,,,,,,FG
,,,,01-004,Product 01XXXX,,,,Batch Material Cost,SBD,,MAT,,42003.9584,347,102320677.3,VND,,,30/04/2025,,,,,,,FG
,,,,01-028,Product 01XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,327919.4162,2759,726566785.88,VND,,,30/04/2025,,,,,,,FG
,,,,02-016,Product 02XXXX,,,,Batch Material Cost,SBD,,MAT,,283622.3663,1233,654795743.69,VND,,,30/04/2025,,,,,,,FG
,,,,02-023,Product 02XXXX,,,,Batch Resource Cost,SBD,,MAT,,661145.692,460,679546135.43,VND,,,30/04/2025,,,,,,,FG
,,,,03-014,Product 03XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,560595.8,2190,555319058.63,VND,,,30/04/2025,,,,,,,FG
,,,,03-017,Product 03XXXX,,,,Batch Resource Cost,SBD,,MAT,,464781.4078,1155,398588876.8,VND,,,30/04/2025,,,,,,,FG
,,,,04-014,Product 04XXXX,,,,Batch Material Cost,SBD,,MAT,,187854.3508,3279,451177519.66,VND,,,30/04/2025,,,,,,,FG
,,,,04-004,Product 04XXXX,,,,Batch Resource Cost,SBD,,MAT,,351989.0884,3498,480457696.95,VND,,,30/04/2025,,,,,,,FG
,,,,05-003,Product 05XXXX,,,,Batch Material Cost,SBD,,MAT,,464054.2635,3225,895378225.27,VND,,,30/04/2025,,,,,,,FG
,,,,05-003,Product 05XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,731115.6929,3322,781078746.16,VND,,,30/04/2025,,,,,,,FG
,,,,06-006,Product 06XXXX,,,,Value Adjustments,SBD,,MAT,,270367.3384,2971,570456151.93,VND,,,30/04/2025,,,,,,,FG
,,,,06-014,Product 06XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,209620.1846,2132,521841965.09,VND,,,30/04/2025,,,,,,,FG
,,,,07-002,Product 07PROU,,,,Batch Resource Cost,SBD,,MAT,,102234.1529,992,126819791.21,VND,,,30/04/2025,,,,,,,FG
,,,,07-020,Product 07PROU,,,,Batch Material Cost,SBD,,MAT,,127266.0835,3346,286734534.4,VND,,,30/04/2025,,,,,,,FG
,,,,07-023,Product 07XXXX,,,,Batch Material Cost,SBD,,MAT,,208718.3082,3759,338308939.98,VND,,,30/04/2025,,,,,,,FG
,,,,07-013,Product 07XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,165975.3245,2257,141561059.26,VND,,,30/04/2025,,,,,,,FG
,,,,08-009,Product 08XXXX,,,,Batch Material Cost,SBD,,MAT,,349138.9145,672,527363070.48,VND,,,30/04/2025,,,,,,,FG
,,,,08-014,Product 08XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,348402.4344,4105,283862475.35,VND,,,30/04/2025,,,,,,,FG
,,,,01-018,Product 01XXXX,,,,Batch Material Cost,VND,,MAT,,274756.5134,900,501347250.83,VND,,,30/04/2025,,,,,,,FG
,,,,01-005,Product 01XXXX,,,,Batch Resource Cost,VND,,MAT,,326897.5182,1210,466996440.13,VND,,,30/04/2025,,,,,,,FG
,,,,02-024,Product 02XXXX,,,,Batch Material Cost,VND,,MAT,,348673.8486,3271,699631501.29,VND,,,30/04/2025,,,,,,,FG
,,,,02-019,Product 02XXXX,,,,Batch Resource Cost,VND,,MAT,,267107.0068,456,245673377.63,VND,,,30/04/2025,,,,,,,FG
,,,,03-016,Product 03XXXX,,,,Batch Material Cost,VND,,MAT,,338217.5221,3299,709605948.54,VND,,,30/04/2025,,,,,,,FG
,,,,03-006,Product 03XXXX,,,,Batch Resource Cost,VND,,MAT,,104397.3803,3295,194747168.94,VND,,,30/04/2025,,,,,,,FG
,,,,04-003,Product 04XXXX,,,,Batch Material Cost,VND,,MAT,,201995.3277,3194,341605029.19,VND,,,30/04/2025,,,,,,,FG
,,,,04-021,Product 04XXXX,,,,Unit Cost Adjustments,VND,,MAT,,534533.2369,2986,787539658.68,VND,,,30/04/2025,,,,,,,FG
,,,,05-025,Product 05XXXX,,,,Batch Material Cost,VND,,MAT,,795480.7988,4415,656403564.67,VND,,,30/04/2025,,,,,,,FG
,,,,05-017,Product 05XXXX,,,,Batch Resource Cost,VND,,MAT,,203776.2741,2563,506761833.59,VND,,,30/04/2025,,,,,,,FG
,,,,06-010,Product 06XXXX,,,,Batch Resource Cost,VND,,MAT,,418543.2633,3848,953522894.15,VND,,,30/04/2025,,,,,,,FG
,,,,06-022,Product 06XXXX,,,,Batch Material Cost,VND,,MAT,,970462.0534,1918,809347203.15,VND,,,30/04/2025,,,,,,,FG
,,,,07-008,Product 07PROU,,,,Unit Cost Adjustments,VND,,MAT,,246173.6475,4585,560916889.16,VND,,,30/04/2025,,,,,,,FG
,,,,07-017,Product 07PROU,,,,Batch Material Cost,VND,,MAT,,604135.4549,1245,753127721.45,VND,,,30/04/2025,,,,,,,FG
,,,,07-016,Product 07XXXX,,,,Value Adjustments,VND,,MAT,,44268.278,1704,65828318.94,VND,,,30/04/2025,,,,,,,FG
,,,,07-016,Product 07XXXX,,,,Batch Resource Cost,VND,,MAT,,166916.0389,1936,145486882.55,VND,,,30/04/2025,,,,,,,FG
,,,,08-024,Product 08XXXX,,,,Value Adjustments,VND,,MAT,,248552.2121,3500,595705389.09,VND,,,30/04/2025,,,,,,,FG
,,,,08-017,Product 08XXXX,,,,Batch Material Cost,VND,,MAT,,262103.8182,3114,282410034.2,VND,,,30/04/2025,,,,,,,FG
,,,,01-014,Product 01XXXX,,,,Unit Cost Adjustments,LMD,,MAT,,105024.0364,4447,109910183.7,VND,,,30/04/2025,,,,,,,FG
,,,,01-012,Product 01XXXX,,,,Batch Material Cost,LMD,,MAT,,74914.7295,2650,156169008.49,VND,,,30/04/2025,,,,,,,FG
,,,,02-010,Product 02XXXX,,,,Batch Material Cost,LMD,,MAT,,53637.1687,3840,96145876.95,VND,,,30/04/2025,,,,,,,FG
,,,,02-026,Product 02XXXX,,,,Unit Cost Adjustments,LMD,,MAT,,231614.697,4702,415402085.24,VND,,,30/04/2025,,,,,,,FG
,,,,03-021,Product 03XXXX,,,,Batch Resource Cost,LMD,,MAT,,40495.4973,2814,72434261.36,VND,,,30/04/2025,,,,,,,FG
,,,,03-022,Product 03XXXX,,,,Batch Material Cost,LMD,,MAT,,556434.1015,2946,480412451.47,VND,,,30/04/2025,,,,,,,FG
,,,,04-002,Product 04XXXX,,,,Batch Resource Cost,LMD,,MAT,,77317.6208,4153,98156010.22,VND,,,30/04/2025,,,,,,,FG
,,,,04-006,Product 04XXXX,,,,Batch Material Cost,LMD,,MAT,,166075.0543,710,242117938.18,VND,,,30/04/2025,,,,,,,FG
,,,,05-024,Product 05XXXX,,,,Batch Material Cost,LMD,,MAT,,118231.2812,3950,218249166.53,VND,,,30/04/2025,,,,,,,FG
,,,,05-015,Product 05XXXX,,,,Unit Cost Adjustments,LMD,,MAT,,79632.7464,2982,74496279.54,VND,,,30/04/2025,,,,,,,FG
,,,,06-015,Product 06XXXX,,,,Batch Material Cost,LMD,,MAT,,159651.6767,3930,392169914.32,VND,,,30/04/2025,,,,,,,FG
,,,,06-012,Product 06XXXX,,,,Unit Cost Adjustments,LMD,,MAT,,551558.9273,2324,474003771.6,VND,,,30/04/2025,,,,,,,FG
,,,,07-001,Product 07PROU,,,,Batch Resource Cost,LMD,,MAT,,50042.851,2458,59322971.96,VND,,,30/04/2025,,,,,,,FG
,,,,07-021,Product 07PROU,,,,Batch Material Cost,LMD,,MAT,,119988.5435,165,215103914.26,VND,,,30/04/2025,,,,,,,FG
,,,,07-005,Product 07XXXX,,,,Batch Material Cost,LMD,,MAT,,327922.6822,2703,582657489.56,VND,,,30/04/2025,,,,,,,FG
,,,,07-002,Product 07XXXX,,,,Unit Cost Adjustments,LMD,,MAT,,324477.8499,4939,425960002.01,VND,,,30/04/2025,,,,,,,FG
,,,,08-002,Product 08XXXX,,,,Batch Material Cost,LMD,,MAT,,480002.5892,3266,620509084.35,VND,,,30/04/2025,,,,,,,FG
,,,,08-002,Product 08XXXX,,,,Batch Resource Cost,LMD,,MAT,,219117.1787,2987,179652962.15,VND,,,30/04/2025,,,,,,,FG
,,,,01-015,Product 01XXXX,,,,Batch Material Cost,TND,,MAT,,481209.7691,3756,540661349.48,VND,,,31/05/2025,,,,,,,FG
,,,,01-018,Product 01XXXX,,,,Batch Resource Cost,TND,,MAT,,730739.0991,1764,692424822.5,VND,,,31/05/2025,,,,,,,FG
,,,,02-023,Product 02XXXX,,,,Batch Resource Cost,TND,,MAT,,97191.7337,4572,193344873.54,VND,,,31/05/2025,,,,,,,FG
,,,,02-014,Product 02XXXX,,,,Batch Material Cost,TND,,MAT,,108231.3167,315,161706459.19,VND,,,31/05/2025,,,,,,,FG
,,,,03-027,Product 03XXXX,,,,Batch Resource Cost,TND,,MAT,,59632.4246,4602,147476966.79,VND,,,31/05/2025,,,,,,,FG
