PERIOD,CodeNM,ITEM,NHÓM,Sản Lượng 23
2023-01-31,FAC-K,02-004,02XXXX,429420.0
2023-01-31,FAC-K,02-006,02XXXX,427607.0
2023-01-31,FAC-K,02-007,02XXXX,67409.0
2023-01-31,FAC-K,02-009,02XXXX,78466.0
2023-01-31,FAC-K,02-013,02XXXX,348033.0
2023-01-31,FAC-K,02-015,02XXXX,293214.0
2023-01-31,FAC-K,02-016,02XXXX,178240.0
2023-01-31,FAC-K,02-017,02XXXX,354873.0
2023-01-31,FAC-K,02-018,02XXXX,11957.0
2023-01-31,FAC-K,02-020,02XXXX,152394.0
2023-01-31,FAC-K,02-021,02XXXX,276173.0
2023-01-31,FAC-K,02-025,02XXXX,404966.0
2023-01-31,FAC-K,03-001,03XXXX,288336.0
2023-01-31,FAC-K,03-002,03XXXX,248493.0
2023-01-31,FAC-K,03-003,03XXXX,441391.0
2023-01-31,FAC-K,03-005,03XXXX,141924.0
2023-01-31,FAC-K,03-006,03XXXX,202880.0
2023-01-31,FAC-K,03-007,03XXXX,114740.0
2023-01-31,FAC-K,03-008,03XXXX,171473.0
2023-01-31,FAC-K,03-010,03XXXX,398298.0
2023-01-31,FAC-K,03-011,03XXXX,397677.0
2023-01-31,FAC-K,03-012,03XXXX,366167.0
2023-01-31,FAC-K,04-001,04XXXX,363401.0
2023-01-31,FAC-K,04-002,04XXXX,307811.0
2023-01-31,FAC-K,04-004,04XXXX,254103.0
2023-01-31,FAC-K,04-005,04XXXX,306423.0
2023-01-31,FAC-K,04-006,04XXXX,93814.0
2023-01-31,FAC-K,04-007,04XXXX,377451.0
2023-01-31,FAC-K,04-008,04XXXX,230757.0
2023-01-31,FAC-K,04-009,04XXXX,404108.0
2023-01-31,FAC-K,04-010,04XXXX,61865.0
2023-01-31,FAC-K,04-012,04XXXX,402689.0
2023-01-31,FAC-K,04-013,04XXXX,226502.0
2023-01-31,FAC-K,04-014,04XXXX,459793.0
2023-01-31,FAC-K,04-015,04XXXX,54345.0
2023-01-31,FAC-K,04-020,04XXXX,371695.0
2023-01-31,FAC-K,04-022,04XXXX,368784.0
2023-01-31,FAC-K,04-024,04XXXX,331910.0
2023-01-31,FAC-K,04-025,04XXXX,138932.0
2023-01-31,FAC-K,04-026,04XXXX,99738.0
2023-01-31,FAC-K,04-027,04XXXX,342242.0
2023-01-31,FAC-K,04-028,04XXXX,360955.0
2023-01-31,FAC-K,04-029,04XXXX,258089.0
2023-01-31,FAC-K,04-034,04XXXX,284912.0
2023-01-31,FAC-K,04-036,04XXXX,224796.0
2023-01-31,FAC-K,04-038,04XXXX,304916.0
2023-01-31,FAC-K,04-039,04XXXX,393789.0
2023-01-31,FAC-K,04-040,04XXXX,363969.0
2023-01-31,FAC-K,04-041,04XXXX,27556.0
2023-01-31,FAC-K,04-043,04XXXX,203903.0
2023-01-31,FAC-K,04-044,04XXXX,165922.0
2023-01-31,FAC-K,04-045,04XXXX,259531.0
2023-01-31,FAC-K,05-001,05XXXX,270072.0
2023-01-31,FAC-K,05-002,05XXXX,485220.0
2023-01-31,FAC-K,05-004,05XXXX,347656.0
2023-01-31,FAC-K,05-006,05XXXX,98633.0
2023-01-31,FAC-K,05-007,05XXXX,140895.0
2023-01-31,FAC-K,05-008,05XXXX,97589.0
2023-01-31,FAC-K,05-009,05XXXX,17455.0
2023-01-31,FAC-K,05-010,05XXXX,392534.0
2023-01-31,FAC-K,05-011,05XXXX,280338.0
2023-01-31,FAC-K,05-012,05XXXX,83949.0
2023-01-31,FAC-K,05-014,05XXXX,407757.0
2023-01-31,FAC-K,05-015,05XXXX,480318.0
2023-01-31,FAC-K,05-016,05XXXX,175306.0
2023-01-31,FAC-K,05-017,05XXXX,388125.0
2023-01-31,FAC-K,05-018,05XXXX,202787.0
2023-01-31,FAC-K,05-019,05XXXX,232914.0
2023-01-31,FAC-K,05-020,05XXXX,455053.0
2023-01-31,FAC-K,06-002,06XXXX,229333.0
2023-01-31,FAC-K,06-003,06XXXX,250149.0
2023-01-31,FAC-K,06-004,06XXXX,333649.0
2023-01-31,FAC-K,06-005,06XXXX,145785.0
2023-01-31,FAC-K,06-006,06XXXX,50408.0
2023-01-31,FAC-K,06-007,06XXXX,256571.0
2023-01-31,FAC-K,06-009,06XXXX,109350.0
2023-01-31,FAC-K,06-011,06XXXX,122313.0
2023-01-31,FAC-K,06-012,06XXXX,220489.0
2023-01-31,FAC-K,06-013,06XXXX,310494.0
2023-01-31,FAC-K,06-015,06XXXX,104482.0
2023-01-31,FAC-K,06-016,06XXXX,337044.0
2023-01-31,FAC-K,07-002,07PROU,136418.0
2023-01-31,FAC-K,07-003,07PROU,280650.0
2023-01-31,FAC-K,07-004,07PROU,257869.0
2023-01-31,FAC-K,07-005,07PROU,392901.0
2023-01-31,FAC-K,07-006,07PROU,248198.0
2023-01-31,FAC-K,07-007,07PROU,23250.0
2023-01-31,FAC-K,07-008,07PROU,196318.0
2023-01-31,FAC-K,07-009,07PROU,144619.0
2023-01-31,FAC-K,07-010,07PROU,447600.0
2023-01-31,FAC-K,07-011,07PROU,428234.0
2023-01-31,FAC-K,07-012,07PROU,346593.0
2023-01-31,FAC-K,07-001,07XXXX,141953.0
2023-01-31,FAC-K,07-003,07XXXX,270107.0
2023-01-31,FAC-K,07-008,07XXXX,82799.0
2023-01-31,FAC-K,07-009,07XXXX,105661.0
2023-01-31,FAC-K,07-010,07XXXX,55275.0
2023-01-31,FAC-K,07-011,07XXXX,292181.0
2023-01-31,FAC-K,07-013,07XXXX,348297.0
2023-01-31,FAC-K,07-014,07XXXX,212566.0
2023-01-31,FAC-K,07-015,07XXXX,162621.0
2023-01-31,FAC-K,07-016,07XXXX,317833.0
2023-01-31,FAC-K,07-017,07XXXX,227359.0
2023-01-31,FAC-K,07-018,07XXXX,240380.0
2023-01-31,FAC-K,07-019,07XXXX,357671.0
2023-01-31,FAC-K,08-001,08XXXX,445513.0
2023-01-31,FAC-K,08-002,08XXXX,434274.0
2023-01-31,FAC-K,08-003,08XXXX,207837.0
2023-01-31,FAC-K,08-004,08XXXX,145025.0
2023-01-31,FAC-K,08-005,08XXXX,118768.0
2023-01-31,FAC-K,08-007,08XXXX,157584.0
2023-01-31,FAC-K,08-009,08XXXX,403107.0
2023-01-31,FAC-K,08-010,08XXXX,10914.0
2023-01-31,FAC-K,08-011,08XXXX,82694.0
2023-01-31,FAC-K,08-012,08XXXX,352199.0
2023-01-31,FAC-K,08-013,08XXXX,377175.0
2023-01-31,FAC-K,08-014,08XXXX,71821.0
2023-01-31,FAC-K,08-015,08XXXX,80696.0
2023-01-31,FAC-K,08-016,08XXXX,132096.0
2023-01-31,FAC-L,01-001,01XXXX,365677.0
2023-01-31,FAC-L,01-007,01XXXX,378200.0
2023-01-31,FAC-L,01-012,01XXXX,381171.0
2023-01-31,FAC-L,01-013,01XXXX,58559.0
2023-01-31,FAC-L,01-015,01XXXX,121775.0
2023-01-31,FAC-L,01-016,01XXXX,42716.0
2023-01-31,FAC-L,01-017,01XXXX,139335.0
2023-01-31,FAC-L,01-018,01XXXX,45991.0
2023-01-31,FAC-L,01-019,01XXXX,107098.0
2023-01-31,FAC-L,01-021,01XXXX,365713.0
2023-01-31,FAC-L,01-022,01XXXX,68579.0
2023-01-31,FAC-L,01-023,01XXXX,26624.0
2023-01-31,FAC-L,01-024,01XXXX,147221.0
2023-01-31,FAC-L,01-025,01XXXX,146306.0
2023-01-31,FAC-L,01-027,01XXXX,328686.0
2023-01-31,FAC-L,01-028,01XXXX,253872.0
2023-01-31,FAC-L,01-029,01XXXX,471967.0
2023-01-31,FAC-L,01-030,01XXXX,214272.0
2023-01-31,FAC-L,02-002,02XXXX,109844.0
2023-01-31,FAC-L,02-003,02XXXX,317987.0
2023-01-31,FAC-L,02-004,02XXXX,227723.0
2023-01-31,FAC-L,02-005,02XXXX,72908.0
2023-01-31,FAC-L,02-006,02XXXX,369497.0
2023-01-31,FAC-L,02-008,02XXXX,252829.0
2023-01-31,FAC-L,02-009,02XXXX,131201.0
2023-01-31,FAC-L,02-010,02XXXX,120470.0
2023-01-31,FAC-L,02-011,02XXXX,301830.0
2023-01-31,FAC-L,02-012,02XXXX,353582.0
2023-01-31,FAC-L,02-014,02XXXX,202929.0
2023-01-31,FAC-L,02-015,02XXXX,259480.0
2023-01-31,FAC-L,02-016,02XXXX,8785.0
2023-01-31,FAC-L,02-017,02XXXX,279102.0
2023-01-31,FAC-L,02-018,02XXXX,169789.0
2023-01-31,FAC-L,02-021,02XXXX,56911.0
2023-01-31,FAC-L,02-022,02XXXX,289969.0
2023-01-31,FAC-L,02-024,02XXXX,92896.0
2023-01-31,FAC-L,02-025,02XXXX,179960.0
2023-01-31,FAC-L,03-001,03XXXX,121372.0
2023-01-31,FAC-L,03-002,03XXXX,302579.0
2023-01-31,FAC-L,03-004,03XXXX,205237.0
2023-01-31,FAC-L,03-005,03XXXX,137571.0
2023-01-31,FAC-L,03-006,03XXXX,82664.0
2023-01-31,FAC-L,03-007,03XXXX,130338.0
2023-01-31,FAC-L,03-008,03XXXX,58731.0
2023-01-31,FAC-L,03-010,03XXXX,255066.0
2023-01-31,FAC-L,03-011,03XXXX,27222.0
2023-01-31,FAC-L,03-015,03XXXX,173638.0
2023-01-31,FAC-L,04-001,04XXXX,291504.0
2023-01-31,FAC-L,04-002,04XXXX,200877.0
2023-01-31,FAC-L,04-003,04XXXX,119602.0
2023-01-31,FAC-L,04-004,04XXXX,428152.0
2023-01-31,FAC-L,04-005,04XXXX,229755.0
2023-01-31,FAC-L,04-007,04XXXX,150445.0
2023-01-31,FAC-L,04-008,04XXXX,356799.0
2023-01-31,FAC-L,04-009,04XXXX,306772.0
2023-01-31,FAC-L,04-011,04XXXX,58999.0
2023-01-31,FAC-L,04-012,04XXXX,27851.0
2023-01-31,FAC-L,04-013,04XXXX,104599.0
2023-01-31,FAC-L,04-015,04XXXX,398437.0
2023-01-31,FAC-L,04-016,04XXXX,193797.0
2023-01-31,FAC-L,04-017,04XXXX,61939.0
2023-01-31,FAC-L,04-018,04XXXX,120549.0
2023-01-31,FAC-L,04-020,04XXXX,129252.0
2023-01-31,FAC-L,04-021,04XXXX,174866.0
2023-01-31,FAC-L,04-022,04XXXX,14435.0
2023-01-31,FAC-L,04-023,04XXXX,423377.0
2023-01-31,FAC-L,04-024,04XXXX,416830.0
2023-01-31,FAC-L,04-025,04XXXX,337046.0
2023-01-31,FAC-L,04-026,04XXXX,62169.0
2023-01-31,FAC-L,04-027,04XXXX,105647.0
2023-01-31,FAC-L,04-028,04XXXX,214200.0
2023-01-31,FAC-L,04-029,04XXXX,141698.0
2023-01-31,FAC-L,04-035,04XXXX,21203.0
2023-01-31,FAC-L,04-036,04XXXX,34687.0
2023-01-31,FAC-L,04-037,04XXXX,284902.0
2023-01-31,FAC-L,04-038,04XXXX,217162.0
2023-01-31,FAC-L,04-041,04XXXX,258849.0
2023-01-31,FAC-L,04-042,04XXXX,399526.0
2023-01-31,FAC-L,04-043,04XXXX,149940.0
2023-01-31,FAC-L,05-002,05XXXX,294678.0
2023-01-31,FAC-L,05-005,05XXXX,87899.0
2023-01-31,FAC-L,05-006,05XXXX,78765.0
2023-01-31,FAC-L,05-009,05XXXX,84551.0
2023-01-31,FAC-L,05-010,05XXXX,262113.0
2023-01-31,FAC-L,05-011,05XXXX,227006.0
2023-01-31,FAC-L,05-012,05XXXX,76920.0
2023-01-31,FAC-L,05-013,05XXXX,58081.0
2023-01-31,FAC-L,05-014,05XXXX,177799.0
2023-01-31,FAC-L,05-015,05XXXX,132998.0
2023-01-31,FAC-L,05-016,05XXXX,488458.0
2023-01-31,FAC-L,05-018,05XXXX,432510.0
2023-01-31,FAC-L,05-019,05XXXX,61785.0
2023-01-31,FAC-L,05-020,05XXXX,125707.0
2023-01-31,FAC-L,06-001,06XXXX,393210.0
2023-01-31,FAC-L,06-002,06XXXX,345205.0
2023-01-31,FAC-L,06-003,06XXXX,354234.0
2023-01-31,FAC-L,06-006,06XXXX,202862.0
2023-01-31,FAC-L,06-007,06XXXX,427877.0
2023-01-31,FAC-L,06-008,06XXXX,359164.0
2023-01-31,FAC-L,06-009,06XXXX,207872.0
2023-01-31,FAC-L,06-010,06XXXX,426221.0
2023-01-31,FAC-L,06-011,06XXXX,197497.0
2023-01-31,FAC-L,06-013,06XXXX,364638.0
2023-01-31,FAC-L,06-014,06XXXX,109668.0
2023-01-31,FAC-L,06-017,06XXXX,348996.0
2023-01-31,FAC-L,07-001,07PROU,174407.0
2023-01-31,FAC-L,07-002,07PROU,124515.0
2023-01-31,FAC-L,07-003,07PROU,51383.0
2023-01-31,FAC-L,07-006,07PROU,246337.0
2023-01-31,FAC-L,07-008,07PROU,192508.0
2023-01-31,FAC-L,07-010,07PROU,27507.0
2023-01-31,FAC-L,07-012,07PROU,185040.0
2023-01-31,FAC-L,07-002,07XXXX,329477.0
2023-01-31,FAC-L,07-004,07XXXX,70290.0
2023-01-31,FAC-L,07-005,07XXXX,56697.0
2023-01-31,FAC-L,07-007,07XXXX,317417.0
2023-01-31,FAC-L,07-008,07XXXX,172804.0
2023-01-31,FAC-L,07-009,07XXXX,237209.0
2023-01-31,FAC-L,07-010,07XXXX,444697.0
2023-01-31,FAC-L,07-012,07XXXX,195126.0
2023-01-31,FAC-L,07-014,07XXXX,407351.0
2023-01-31,FAC-L,07-015,07XXXX,31438.0
2023-01-31,FAC-L,07-017,07XXXX,261115.0
2023-01-31,FAC-L,07-018,07XXXX,453072.0
2023-01-31,FAC-L,07-019,07XXXX,396152.0
2023-01-31,FAC-L,08-001,08XXXX,12093.0
2023-01-31,FAC-L,08-002,08XXXX,73113.0
2023-01-31,FAC-L,08-004,08XXXX,305616.0
2023-01-31,FAC-L,08-005,08XXXX,60891.0
2023-01-31,FAC-L,08-006,08XXXX,265189.0
2023-01-31,FAC-L,08-007,08XXXX,482935.0
2023-01-31,FAC-L,08-010,08XXXX,375031.0
2023-01-31,FAC-L,08-012,08XXXX,117090.0
2023-01-31,FAC-L,08-013,08XXXX,359559.0
2023-01-31,FAC-L,08-014,08XXXX,442303.0
2023-01-31,FAC-L,08-016,08XXXX,321858.0
2023-01-31,FAC-M,01-001,01XXXX,244223.0
2023-01-31,FAC-M,01-004,01XXXX,138133.0
2023-01-31,FAC-M,01-005,01XXXX,302277.0
2023-01-31,FAC-M,01-006,01XXXX,344239.0
2023-01-31,FAC-M,01-008,01XXXX,70816.0
2023-01-31,FAC-M,01-009,01XXXX,61452.0
2023-01-31,FAC-M,01-010,01XXXX,123880.0
2023-01-31,FAC-M,01-013,01XXXX,149255.0
2023-01-31,FAC-M,01-014,01XXXX,360856.0
2023-01-31,FAC-M,01-015,01XXXX,165966.0
2023-01-31,FAC-M,01-018,01XXXX,388289.0
2023-01-31,FAC-M,01-019,01XXXX,25308.0
2023-01-31,FAC-M,01-021,01XXXX,416366.0
2023-01-31,FAC-M,01-022,01XXXX,376833.0
2023-01-31,FAC-M,01-023,01XXXX,285529.0
2023-01-31,FAC-M,01-024,01XXXX,243400.0
2023-01-31,FAC-M,01-026,01XXXX,449901.0
2023-01-31,FAC-M,01-027,01XXXX,235094.0
2023-01-31,FAC-M,01-028,01XXXX,159279.0
2023-01-31,FAC-M,01-030,01XXXX,146455.0
2023-01-31,FAC-M,02-002,02XXXX,342363.0
2023-01-31,FAC-M,02-003,02XXXX,151298.0
2023-01-31,FAC-M,02-004,02XXXX,378477.0
2023-01-31,FAC-M,02-005,02XXXX,371713.0
2023-01-31,FAC-M,02-006,02XXXX,436976.0
2023-01-31,FAC-M,02-007,02XXXX,279434.0
2023-01-31,FAC-M,02-008,02XXXX,120702.0
2023-01-31,FAC-M,02-009,02XXXX,159364.0
2023-01-31,FAC-M,02-011,02XXXX,458407.0
2023-01-31,FAC-M,02-013,02XXXX,169598.0
2023-01-31,FAC-M,02-014,02XXXX,424154.0
2023-01-31,FAC-M,02-016,02XXXX,106141.0
2023-01-31,FAC-M,02-017,02XXXX,100958.0
2023-01-31,FAC-M,02-018,02XXXX,382141.0
2023-01-31,FAC-M,02-019,02XXXX,106305.0
2023-01-31,FAC-M,02-021,02XXXX,107245.0
2023-01-31,FAC-M,02-022,02XXXX,24742.0
2023-01-31,FAC-M,03-001,03XXXX,148502.0
2023-01-31,FAC-M,03-002,03XXXX,304760.0
2023-01-31,FAC-M,03-003,03XXXX,459036.0
2023-01-31,FAC-M,03-005,03XXXX,76911.0
2023-01-31,FAC-M,03-006,03XXXX,61442.0
2023-01-31,FAC-M,03-007,03XXXX,29720.0
2023-01-31,FAC-M,03-008,03XXXX,28342.0
2023-01-31,FAC-M,03-009,03XXXX,336946.0
2023-01-31,FAC-M,03-010,03XXXX,114183.0
2023-01-31,FAC-M,03-011,03XXXX,424109.0
2023-01-31,FAC-M,03-013,03XXXX,286999.0
2023-01-31,FAC-M,03-014,03XXXX,145967.0
2023-01-31,FAC-M,04-001,04XXXX,27832.0
2023-01-31,FAC-M,04-007,04XXXX,147104.0
2023-01-31,FAC-M,04-010,04XXXX,130429.0
2023-01-31,FAC-M,04-011,04XXXX,11028.0
2023-01-31,FAC-M,04-012,04XXXX,354592.0
2023-01-31,FAC-M,04-013,04XXXX,294574.0
2023-01-31,FAC-M,04-014,04XXXX,36710.0
2023-01-31,FAC-M,04-015,04XXXX,144313.0
2023-01-31,FAC-M,04-017,04XXXX,404766.0
2023-01-31,FAC-M,04-022,04XXXX,322589.0
2023-01-31,FAC-M,04-023,04XXXX,34040.0
2023-01-31,FAC-M,04-027,04XXXX,286041.0
2023-01-31,FAC-M,04-031,04XXXX,252000.0
2023-01-31,FAC-M,04-032,04XXXX,217678.0
2023-01-31,FAC-M,04-034,04XXXX,312225.0
2023-01-31,FAC-M,04-035,04XXXX,349965.0
2023-01-31,FAC-M,04-038,04XXXX,258721.0
2023-01-31,FAC-M,04-039,04XXXX,246018.0
2023-01-31,FAC-M,04-040,04XXXX,166435.0
2023-01-31,FAC-M,04-041,04XXXX,372150.0
2023-01-31,FAC-M,04-042,04XXXX,304017.0
2023-01-31,FAC-M,04-044,04XXXX,350962.0
2023-01-31,FAC-M,04-045,04XXXX,426576.0
2023-01-31,FAC-M,05-002,05XXXX,23092.0
2023-01-31,FAC-M,05-003,05XXXX,268906.0
2023-01-31,FAC-M,05-004,05XXXX,283677.0
2023-01-31,FAC-M,05-005,05XXXX,197832.0
2023-01-31,FAC-M,05-008,05XXXX,28526.0
2023-01-31,FAC-M,05-009,05XXXX,210064.0
2023-01-31,FAC-M,05-011,05XXXX,374636.0
2023-01-31,FAC-M,05-014,05XXXX,397542.0
2023-01-31,FAC-M,05-015,05XXXX,234198.0
2023-01-31,FAC-M,05-016,05XXXX,198450.0
2023-01-31,FAC-M,05-017,05XXXX,125294.0
2023-01-31,FAC-M,05-018,05XXXX,288193.0
2023-01-31,FAC-M,05-019,05XXXX,301142.0
2023-01-31,FAC-M,06-004,06XXXX,223636.0
2023-01-31,FAC-M,06-005,06XXXX,183625.0
2023-01-31,FAC-M,06-006,06XXXX,372095.0
2023-01-31,FAC-M,06-008,06XXXX,25468.0
2023-01-31,FAC-M,06-009,06XXXX,356057.0
2023-01-31,FAC-M,06-010,06XXXX,23878.0
2023-01-31,FAC-M,06-013,06XXXX,255456.0
2023-01-31,FAC-M,06-017,06XXXX,263416.0
2023-01-31,FAC-M,07-003,07PROU,309446.0
2023-01-31,FAC-M,07-004,07PROU,421778.0
2023-01-31,FAC-M,07-006,07PROU,472975.0
2023-01-31,FAC-M,07-008,07PROU,336883.0
2023-01-31,FAC-M,07-009,07PROU,40206.0
2023-01-31,FAC-M,07-001,07XXXX,403970.0
2023-01-31,FAC-M,07-003,07XXXX,70693.0
2023-01-31,FAC-M,07-004,07XXXX,47551.0
2023-01-31,FAC-M,07-006,07XXXX,109323.0
2023-01-31,FAC-M,07-007,07XXXX,227341.0
2023-01-31,FAC-M,07-008,07XXXX,346015.0
2023-01-31,FAC-M,07-009,07XXXX,84915.0
2023-01-31,FAC-M,07-010,07XXXX,286787.0
2023-01-31,FAC-M,07-011,07XXXX,275877.0
2023-01-31,FAC-M,07-013,07XXXX,306989.0
2023-01-31,FAC-M,07-014,07XXXX,220054.0
2023-01-31,FAC-M,07-015,07XXXX,252590.0
2023-01-31,FAC-M,07-017,07XXXX,332068.0
2023-01-31,FAC-M,07-018,07XXXX,220707.0
2023-01-31,FAC-M,07-019,07XXXX,68046.0
2023-01-31,FAC-M,07-020,07XXXX,356423.0
2023-01-31,FAC-M,07-021,07XXXX,42515.0
2023-01-31,FAC-M,08-003,08XXXX,129392.0
2023-01-31,FAC-M,08-005,08XXXX,49508.0
2023-01-31,FAC-M,08-006,08XXXX,14772.0
2023-01-31,FAC-M,08-007,08XXXX,390913.0
2023-01-31,FAC-M,08-008,08XXXX,264688.0
2023-01-31,FAC-M,08-010,08XXXX,47203.0
2023-01-31,FAC-M,08-011,08XXXX,278595.0
2023-01-31,FAC-M,08-012,08XXXX,135600.0
2023-01-31,FAC-M,08-013,08XXXX,230374.0
2023-01-31,FAC-M,08-014,08XXXX,364348.0
2023-01-31,FAC-M,08-015,08XXXX,355810.0
2023-01-31,FAC-M,08-016,08XXXX,73960.0
2023-02-28,FAC-A,01-001,01XXXX,127592.0
2023-02-28,FAC-A,01-002,01XXXX,121320.0
2023-02-28,FAC-A,01-005,01XXXX,377719.0
2023-02-28,FAC-A,01-006,01XXXX,276296.0
2023-02-28,FAC-A,01-007,01XXXX,395030.0
2023-02-28,FAC-A,01-009,01XXXX,198280.0
2023-02-28,FAC-A,01-010,01XXXX,37441.0
2023-02-28,FAC-A,01-011,01XXXX,267363.0
2023-02-28,FAC-A,01-012,01XXXX,249187.0
2023-02-28,FAC-A,01-015,01XXXX,70331.0
2023-02-28,FAC-A,01-016,01XXXX,94011.0
2023-02-28,FAC-A,01-017,01XXXX,500280.0
2023-02-28,FAC-A,01-018,01XXXX,423585.0
2023-02-28,FAC-A,01-020,01XXXX,143381.0
2023-02-28,FAC-A,01-022,01XXXX,118475.0
2023-02-28,FAC-A,01-024,01XXXX,421155.0
2023-02-28,FAC-A,01-025,01XXXX,29275.0
2023-02-28,FAC-A,01-026,01XXXX,302093.0
2023-02-28,FAC-A,01-027,01XXXX,254279.0
2023-02-28,FAC-A,01-029,01XXXX,154462.0
2023-02-28,FAC-A,02-001,02XXXX,242230.0
2023-02-28,FAC-A,02-002,02XXXX,378942.0
2023-02-28,FAC-A,02-003,02XXXX,299530.0
2023-02-28,FAC-A,02-004,02XXXX,493932.0
2023-02-28,FAC-A,02-005,02XXXX,412800.0
2023-02-28,FAC-A,02-006,02XXXX,326672.0
2023-02-28,FAC-A,02-008,02XXXX,148551.0
2023-02-28,FAC-A,02-009,02XXXX,106870.0
2023-02-28,FAC-A,02-010,02XXXX,212047.0
2023-02-28,FAC-A,02-011,02XXXX,344774.0
2023-02-28,FAC-A,02-012,02XXXX,346831.0
2023-02-28,FAC-A,02-013,02XXXX,360604.0
2023-02-28,FAC-A,02-014,02XXXX,137902.0
2023-02-28,FAC-A,02-018,02XXXX,181870.0
2023-02-28,FAC-A,02-019,02XXXX,367291.0
2023-02-28,FAC-A,02-020,02XXXX,225516.0
2023-02-28,FAC-A,02-021,02XXXX,197787.0
2023-02-28,FAC-A,02-022,02XXXX,473571.0
2023-02-28,FAC-A,02-023,02XXXX,206129.0
2023-02-28,FAC-A,02-024,02XXXX,142752.0
2023-02-28,FAC-A,02-025,02XXXX,32040.0
2023-02-28,FAC-A,03-001,03XXXX,102245.0
2023-02-28,FAC-A,03-002,03XXXX,117924.0
2023-02-28,FAC-A,03-004,03XXXX,97858.0
2023-02-28,FAC-A,03-005,03XXXX,26369.0
2023-02-28,FAC-A,03-006,03XXXX,78602.0
2023-02-28,FAC-A,03-007,03XXXX,287492.0
2023-02-28,FAC-A,03-008,03XXXX,18048.0
2023-02-28,FAC-A,03-009,03XXXX,344213.0
2023-02-28,FAC-A,03-010,03XXXX,472060.0
2023-02-28,FAC-A,03-012,03XXXX,287849.0
2023-02-28,FAC-A,03-013,03XXXX,124415.0
2023-02-28,FAC-A,03-015,03XXXX,70910.0
2023-02-28,FAC-A,04-001,04XXXX,290114.0
2023-02-28,FAC-A,04-002,04XXXX,249828.0
2023-02-28,FAC-A,04-003,04XXXX,422528.0
2023-02-28,FAC-A,04-004,04XXXX,332598.0
2023-02-28,FAC-A,04-005,04XXXX,44624.0
2023-02-28,FAC-A,04-007,04XXXX,18594.0
2023-02-28,FAC-A,04-008,04XXXX,44627.0
2023-02-28,FAC-A,04-009,04XXXX,90706.0
2023-02-28,FAC-A,04-010,04XXXX,335023.0
2023-02-28,FAC-A,04-013,04XXXX,16064.0
2023-02-28,FAC-A,04-014,04XXXX,245113.0
2023-02-28,FAC-A,04-016,04XXXX,34096.0
2023-02-28,FAC-A,04-017,04XXXX,279528.0
2023-02-28,FAC-A,04-019,04XXXX,332950.0
2023-02-28,FAC-A,04-020,04XXXX,157800.0
2023-02-28,FAC-A,04-022,04XXXX,405344.0
2023-02-28,FAC-A,04-024,04XXXX,158382.0
2023-02-28,FAC-A,04-025,04XXXX,350804.0
2023-02-28,FAC-A,04-028,04XXXX,280375.0
2023-02-28,FAC-A,04-029,04XXXX,245628.0
2023-02-28,FAC-A,04-030,04XXXX,17371.0
2023-02-28,FAC-A,04-032,04XXXX,368656.0
2023-02-28,FAC-A,04-033,04XXXX,177461.0
2023-02-28,FAC-A,04-035,04XXXX,175433.0
2023-02-28,FAC-A,04-036,04XXXX,229275.0
2023-02-28,FAC-A,04-037,04XXXX,228051.0
2023-02-28,FAC-A,04-039,04XXXX,161917.0
2023-02-28,FAC-A,04-041,04XXXX,309660.0
2023-02-28,FAC-A,04-045,04XXXX,117309.0
2023-02-28,FAC-A,05-002,05XXXX,375406.0
2023-02-28,FAC-A,05-004,05XXXX,370477.0
2023-02-28,FAC-A,05-006,05XXXX,302884.0
2023-02-28,FAC-A,05-008,05XXXX,172247.0
2023-02-28,FAC-A,05-009,05XXXX,89105.0
2023-02-28,FAC-A,05-010,05XXXX,130169.0
2023-02-28,FAC-A,05-011,05XXXX,175015.0
2023-02-28,FAC-A,05-012,05XXXX,125102.0
2023-02-28,FAC-A,05-013,05XXXX,192874.0
2023-02-28,FAC-A,05-015,05XXXX,211405.0
2023-02-28,FAC-A,05-016,05XXXX,184523.0
2023-02-28,FAC-A,05-017,05XXXX,147052.0
2023-02-28,FAC-A,05-019,05XXXX,54222.0
2023-02-28,FAC-A,06-001,06XXXX,40732.0
2023-02-28,FAC-A,06-002,06XXXX,219802.0
2023-02-28,FAC-A,06-003,06XXXX,19488.0
2023-02-28,FAC-A,06-005,06XXXX,422982.0
2023-02-28,FAC-A,06-006,06XXXX,167247.0
2023-02-28,FAC-A,06-007,06XXXX,52567.0
2023-02-28,FAC-A,06-008,06XXXX,166497.0
2023-02-28,FAC-A,06-009,06XXXX,337238.0
2023-02-28,FAC-A,06-010,06XXXX,414055.0
2023-02-28,FAC-A,06-011,06XXXX,320740.0
2023-02-28,FAC-A,06-012,06XXXX,124151.0
2023-02-28,FAC-A,06-013,06XXXX,151587.0
2023-02-28,FAC-A,06-014,06XXXX,388444.0
2023-02-28,FAC-A,06-015,06XXXX,108853.0
2023-02-28,FAC-A,06-017,06XXXX,305699.0
2023-02-28,FAC-A,06-018,06XXXX,296833.0
2023-02-28,FAC-A,07-002,07PROU,325641.0
2023-02-28,FAC-A,07-004,07PROU,280046.0
2023-02-28,FAC-A,07-005,07PROU,432395.0
2023-02-28,FAC-A,07-007,07PROU,27317.0
2023-02-28,FAC-A,07-008,07PROU,107678.0
2023-02-28,FAC-A,07-009,07PROU,268526.0
